id,name,now_cost,position,team,ict_index_rank,transfers_in,news_added,threat_rank_type,cost_change_start_fall,red_cards,transfers_in_event,web_name,expected_goal_involvements_per_90,form_rank,minutes,goals_scored,value_season,chance_of_playing_next_round,threat_rank,expected_goals_per_90,goals_conceded_per_90,points_per_game,direct_freekicks_order,selected_rank_type,expected_assists,form,selected_rank,influence_rank_type,dreamteam_count,selected_by_percent,cost_change_start,clean_sheets_per_90,influence_rank,saves,ict_index,transfers_out,bps,expected_goals_conceded_per_90,ep_next,news,assists,expected_goals,expected_goal_involvements,status,form_rank_type,now_cost_rank_type,clean_sheets,expected_goals_conceded,creativity,starts_per_90,points_per_game_rank,starts,cost_change_event_fall,now_cost_rank,influence,points_per_game_rank_type,value_form,goals_conceded,ict_index_rank_type,saves_per_90,cost_change_event,threat,expected_assists_per_90,own_goals,event_points,chance_of_playing_this_round,corners_and_indirect_freekicks_order,transfers_out_event,yellow_cards,creativity_rank,creativity_rank_type,total_points,in_dreamteam,bonus,ep_this,penalties_order
335,Andrew Robertson,60,DEF,Liverpool,24,135440,,3,0,0,90092,Robertson,0.33,29,168,0,2.0,,25,0.16,0.0,6.0,,26,0.32,6.0,72,35,0,5.3,0,1.07,103,0,15.4,90499,53,0.41,6.5,,0,0.30,0.62,a,7,4,2,0.77,64.2,1.07,33,2,0,77,34.0,9,1.0,0,3,0.0,0,56.0,0.17,0,6,,2.0,62627,0,21,3,12,False,0,6.5,
336,Dominik Szoboszlai,65,MID,Liverpool,40,82103,,47,0,0,20381,Szoboszlai,0.42,63,180,0,1.4,,73,0.1,0.0,4.5,2.0,42,0.65,4.5,128,60,0,2.4,0,1.0,145,0,12.7,71699,37,0.4,5.0,,1,0.21,0.86,a,32,35,2,0.81,72.6,1.0,66,2,0,54,26.0,33,0.7,0,28,0.0,0,28.0,0.32,0,2,,4.0,50997,1,14,12,9,False,1,5.0,
337,Konstantinos Tsimikas,49,DEF,Liverpool,318,2652,,193,1,0,1346,Tsimikas,0.08,295,11,0,0.2,,512,0.0,0.0,1.0,,115,0.01,0.5,314,104,0,0.3,-1,0.0,310,0,0.3,19214,3,0.33,1.0,,0,0.00,0.01,a,98,37,0,0.04,1.2,0.0,255,0,0,313,1.4,85,0.1,0,104,0.0,0,0.0,0.08,0,0,,3.0,7644,0,268,86,1,False,0,1.0,
339,Virgil van Dijk,60,DEF,Liverpool,143,139056,,16,0,0,78052,Virgil,0.02,23,180,0,2.2,,94,0.01,0.0,6.5,3.0,9,0.02,6.5,28,50,0,13.2,0,1.0,131,0,5.2,125340,55,0.4,7.0,,0,0.02,0.04,a,5,3,2,0.81,2.6,1.0,24,2,0,76,28.8,5,1.1,0,40,0.0,0,21.0,0.01,0,7,,,78826,0,236,73,13,False,1,7.0,
636,Federico Chiesa,70,MID,Liverpool,635,7024,,289,0,0,7024,Chiesa,0.0,632,0,0,0.0,,634,0.0,0.0,0.0,,172,0.00,0.0,466,290,0,0.1,0,0.0,635,0,0.0,695,0,0.0,3.0,,0,0.00,0.00,a,290,14,0,0.00,0.0,0.0,632,0,0,27,0.0,290,0.0,0,290,0.0,0,0.0,0.0,0,0,,,695,0,635,290,0,False,0,3.0,
340,Manuel Akanji,55,DEF,Man City,95,169819,,75,0,0,69765,Akanji,0.08,77,180,0,1.5,,247,0.0,0.5,4.0,,24,0.17,4.0,68,17,0,5.8,0,0.5,71,0,7.2,79370,41,0.65,5.0,,0,0.00,0.17,a,27,11,1,1.30,30.4,1.0,80,2,0,121,39.6,29,0.7,1,12,0.0,0,2.0,0.08,0,2,,,56688,0,67,8,8,False,0,5.5,
341,Nathan Aké,54,DEF,Man City,602,13200,,204,1,0,5183,Aké,0.0,598,0,0,0.0,,587,0.0,0.0,0.0,,51,0.00,0.0,142,208,0,2.0,-1,0.0,598,0,0.0,89819,0,0.0,1.0,,0,0.00,0.00,a,205,17,0,0.00,0.0,0.0,598,0,1,158,0.0,205,0.0,0,207,0.0,-1,0.0,0.0,0,0,,,50762,0,599,207,0,False,0,1.5,
342,Bernardo Veiga de Carvalho e Silva,66,MID,Man City,38,302273,,18,-1,0,49854,Bernardo,0.26,79,180,0,1.2,,35,0.12,0.5,4.0,,21,0.27,4.0,66,42,0,6.2,1,0.5,106,0,12.9,171189,35,0.65,5.0,,1,0.24,0.51,a,35,21,1,1.30,50.6,1.0,82,2,0,39,33.6,36,0.6,1,26,0.0,0,45.0,0.14,0,2,,4.0,131816,0,31,27,8,False,0,5.5,
343,Oscar Bobb,49,MID,Man City,556,808,2024-08-14T22:30:05.558994Z,224,1,0,479,Bobb,0.0,555,0,0,0.0,0.0,522,0.0,0.0,0.0,,143,0.00,0.0,402,236,0,0.1,-1,0.0,549,0,0.0,18740,0,0.0,0.0,Leg injury - Expected back 14 Dec,0,0.00,0.00,i,242,215,0,0.00,0.0,0.0,555,0,0,327,0.0,242,0.0,0,242,0.0,0,0.0,0.0,0,0,0.0,,5016,0,547,242,0,False,0,0.0,
344,Scott Carson,40,GKP,Man City,337,3487,,1,0,0,2217,Carson,0.0,335,0,0,0.0,,258,0.0,0.0,0.0,,55,0.00,0.0,356,22,0,0.2,0,0.0,329,0,0.0,2943,0,0.0,1.0,,0,0.00,0.00,a,21,39,0,0.00,0.0,0.0,335,0,0,554,0.0,21,0.0,0,22,0.0,0,0.0,0.0,0,0,,,1633,0,317,3,0,False,0,1.5,
345,Kevin De Bruyne,96,MID,Man City,17,413003,,57,-1,0,313141,De Bruyne,0.93,12,179,1,1.6,,96,0.44,0.5,7.5,1.0,13,0.97,7.5,36,10,1,11.6,1,0.5,21,0,17.4,146380,62,0.65,8.5,,1,0.88,1.85,a,7,5,1,1.30,87.1,1.01,13,2,-1,6,66.4,8,0.8,1,14,0.0,1,21.0,0.49,0,12,,1.0,93902,0,8,7,15,False,2,9.0,4.0
346,Jérémy Doku,65,MID,Man City,60,220728,,32,0,0,46550,Doku,0.37,126,160,0,0.8,,53,0.07,0.56,2.5,,28,0.53,2.5,86,69,0,4.4,0,0.56,167,0,10.8,147822,34,0.73,3.5,,0,0.13,0.66,a,59,34,1,1.30,49.9,1.12,127,2,0,53,23.2,60,0.4,1,40,0.0,0,35.0,0.3,0,2,,,113355,0,33,29,5,False,0,4.0,
347,Ederson Santana de Moraes,55,GKP,Man City,246,149578,,66,0,0,44357,Ederson M.,0.0,43,180,0,1.8,,599,0.0,0.5,5.0,,11,0.00,5.0,54,20,0,8.3,0,0.5,164,3,2.4,107441,33,0.65,6.0,,0,0.00,0.00,a,4,2,1,1.30,0.0,1.0,47,2,0,108,23.4,4,0.9,1,20,1.5,0,0.0,0.0,0,2,,,77174,0,609,66,10,False,1,6.5,
348,Phil Foden,94,MID,Man City,283,105295,2024-08-30T13:30:05.725653Z,290,1,0,13223,Foden,0.02,334,45,0,0.1,25.0,637,0.0,0.0,1.0,,15,0.01,0.5,45,113,0,10.2,-1,0.0,244,0,1.3,803672,6,1.44,0.4,Illness - 25% chance of playing,0,0.00,0.01,d,174,6,0,0.72,3.7,0.0,318,0,1,7,9.0,170,0.1,0,138,0.0,-1,0.0,0.02,0,0,,3.0,634098,0,212,128,1,False,0,2.0,
349,Jack Grealish,64,MID,Man City,282,2630,2024-08-12T14:30:04.663213Z,89,1,0,1239,Grealish,0.52,623,19,0,0.0,100.0,146,0.47,0.0,0.0,,128,0.01,0.0,376,158,0,0.2,-1,0.0,314,0,1.3,6386,0,0.0,1.0,,0,0.10,0.11,a,284,39,0,0.00,2.4,0.0,623,0,1,59,1.2,284,0.0,0,137,0.0,-1,9.0,0.05,0,0,100.0,,3642,1,240,139,0,False,0,1.5,
350,Joško Gvardiol,60,DEF,Man City,125,383713,,36,0,0,122732,Gvardiol,0.05,62,180,0,1.5,,161,0.02,0.5,4.5,,3,0.06,4.5,8,21,0,31.9,0,0.5,78,0,5.7,365468,44,0.65,5.5,,0,0.03,0.09,a,17,7,1,1.30,11.1,1.0,65,2,0,86,38.6,19,0.8,1,31,0.0,0,7.0,0.03,0,2,,,295560,0,167,43,9,False,1,6.0,
351,Erling Haaland,151,FWD,Man City,2,864936,,1,-1,0,589617,Haaland,1.06,2,179,4,1.6,,2,1.04,0.5,12.0,3.0,1,0.04,12.0,1,1,1,60.5,1,0.5,1,0,25.9,116096,111,0.65,13.0,,0,2.07,2.11,a,1,1,1,1.30,3.9,1.01,3,2,-1,1,133.6,1,0.8,1,1,0.0,1,121.0,0.02,0,17,,,63492,1,209,21,24,True,5,13.5,1.0
352,Julián Álvarez,70,FWD,Man City,636,0,2024-08-13T07:07:51.627006Z,71,0,0,0,J.Alvarez,0.0,633,0,0,0.0,0.0,635,0.0,0.0,0.0,,54,0.00,0.0,399,71,0,0.1,0,0.0,636,0,0.0,24514,0,0.0,0.0,Transferred to Atletico Madrid,0,0.00,0.00,u,71,13,0,0.00,0.0,0.0,633,0,0,30,0.0,71,0.0,0,71,0.0,0,0.0,0.0,0,0,0.0,,4490,0,636,71,0,False,0,0.0,
353,João Cavaco Cancelo,53,DEF,Man City,598,4654,2024-08-29T11:05:25.670531Z,202,2,0,1630,João Cancelo,0.0,594,0,0,0.0,0.0,582,0.0,0.0,0.0,,87,0.00,0.0,244,205,0,0.6,-2,0.0,591,0,0.0,44785,0,0.0,0.0,Permanent transfer to Saudi club Al-Hilal,0,0.00,0.00,u,203,18,0,0.00,0.0,0.0,594,0,1,179,0.0,203,0.0,0,205,0.0,-1,0.0,0.0,0,0,,,24661,0,595,205,0,False,0,1.5,
354,Mateo Kovačić,55,MID,Man City,62,181463,2024-08-24T19:30:05.896156Z,88,0,0,18877,Kovačić,0.13,28,139,1,2.2,75.0,145,0.08,0.65,6.0,,51,0.08,6.0,153,9,1,1.7,0,0.65,20,0,10.7,108845,54,0.84,5.2,Knock - 75% chance of playing,0,0.13,0.21,d,15,64,1,1.30,30.7,1.29,32,2,0,104,67.2,17,1.1,1,42,0.0,0,9.0,0.05,0,1,,,96016,0,65,54,12,False,3,7.5,
355,Rico Lewis,46,DEF,Man City,107,372080,,8,-1,0,227205,Lewis,0.3,70,180,0,1.7,,57,0.26,0.5,4.0,,32,0.07,4.0,92,68,0,4.1,1,0.5,171,0,6.6,66934,31,0.65,5.0,,0,0.53,0.60,a,23,45,1,1.30,12.1,1.0,73,2,-1,338,22.0,25,0.9,1,21,0.0,1,32.0,0.04,0,2,,,51299,0,159,38,8,False,0,5.5,
356,Matheus Luiz Nunes,50,MID,Man City,332,756,,248,0,0,371,Matheus N.,0.0,311,1,0,0.2,,561,0.0,0.0,1.0,,231,0.00,0.5,546,165,0,0.0,0,0.0,326,0,0.1,1555,3,0.0,1.5,,0,0.00,0.00,a,159,166,0,0.00,0.6,0.0,281,0,0,256,0.2,145,0.1,0,172,0.0,0,0.0,0.0,0,1,,,777,0,293,166,1,False,0,2.0,
357,James McAtee,49,MID,Man City,319,1046,,131,1,0,746,McAtee,1.8,299,1,0,0.2,,234,0.0,0.0,1.0,,188,0.02,0.5,489,163,0,0.1,-1,0.0,324,0,0.3,3468,3,0.0,1.5,,0,0.00,0.02,a,149,211,0,0.00,1.0,0.0,259,0,1,322,0.2,130,0.1,0,161,0.0,-1,2.0,1.8,0,1,,,1634,0,276,155,1,False,0,2.0,
358,Stefan Ortega Moreno,54,GKP,Man City,601,836,,64,1,0,360,Ortega Moreno,0.0,597,0,0,0.0,,585,0.0,0.0,0.0,,31,0.00,0.0,221,67,0,0.7,-1,0.0,595,0,0.0,20068,0,0.0,1.0,,0,0.00,0.00,a,67,4,0,0.00,0.0,0.0,597,0,1,151,0.0,67,0.0,0,67,0.0,-1,0.0,0.0,0,0,,,8639,0,598,64,0,False,0,1.5,
360,Rodrigo 'Rodri' Hernandez,64,MID,Man City,627,3052,2024-08-16T13:30:05.854954Z,283,1,0,1745,Rodrigo,0.0,624,0,0,0.0,75.0,625,0.0,0.0,0.0,,49,0.00,0.0,147,283,0,1.9,-1,0.0,626,0,0.0,266577,0,0.0,0.8,Hamstring injury - 75% chance of playing,0,0.00,0.00,d,285,45,0,0.00,0.0,0.0,624,0,0,65,0.0,285,0.0,0,284,0.0,0,0.0,0.0,0,0,25.0,,58440,0,628,285,0,False,0,0.4,
361,Rúben Gato Alves Dias,55,DEF,Man City,180,126080,,205,0,0,46269,Rúben,0.02,92,180,0,1.3,,601,0.0,0.5,3.5,,29,0.05,3.5,83,37,0,4.8,0,0.5,107,0,4.3,73856,35,0.65,4.5,,0,0.00,0.05,a,34,10,1,1.30,9.0,1.0,95,2,0,115,33.4,36,0.6,1,59,0.0,0,0.0,0.02,0,1,,,53361,1,180,50,7,False,0,5.0,
362,John Stones,54,DEF,Man City,281,11636,,74,1,0,5268,Stones,0.02,319,40,0,0.2,,245,0.0,0.0,1.0,,54,0.01,0.5,146,96,0,1.9,-1,0.0,260,0,1.3,56601,6,0.0,1.5,,0,0.00,0.01,a,101,15,0,0.00,5.4,0.0,291,0,1,154,6.0,92,0.1,0,95,0.0,-1,2.0,0.02,0,1,,,27486,0,192,56,1,False,0,2.0,
363,Kyle Walker,54,DEF,Man City,599,36962,,203,1,0,12329,Walker,0.0,595,0,0,0.0,,583,0.0,0.0,0.0,,21,0.00,0.0,62,206,0,6.5,-1,0.0,593,0,0.0,326386,0,0.0,1.0,,0,0.00,0.00,a,204,14,0,0.00,0.0,0.0,595,0,1,148,0.0,204,0.0,0,206,0.0,-1,0.0,0.0,0,0,,,201483,0,596,206,0,False,0,1.5,
571,Sávio 'Savinho' Moreira de Oliveira,65,MID,Man City,37,190279,2024-08-18T22:30:06.139926Z,64,0,0,179699,Sávio,0.28,50,115,0,1.5,100.0,104,0.0,0.78,5.0,,45,0.36,5.0,138,30,0,2.1,0,0.0,64,0,12.9,51073,44,0.46,6.0,,2,0.00,0.36,a,25,37,0,0.59,70.2,1.57,54,2,0,57,40.8,27,0.8,1,25,0.0,0,18.0,0.28,0,9,75.0,2.0,37002,0,16,14,10,False,1,4.9,
607,Nico O'Reilly,50,MID,Man City,581,176,,250,0,0,81,O’Reilly,0.0,579,0,0,0.0,,563,0.0,0.0,0.0,,264,0.00,0.0,600,253,0,0.0,0,0.0,574,0,0.0,376,0,0.0,1.0,,0,0.00,0.00,a,258,168,0,0.00,0.0,0.0,579,0,0,258,0.0,258,0.0,0,259,0.0,0,0.0,0.0,0,0,,,212,0,578,259,0,False,0,1.5,
625,Ilkay Gündogan,65,MID,Man City,297,25015,,121,0,0,18527,Gündogan,0.24,263,19,0,0.2,,212,0.0,0.0,1.0,,106,0.05,1.0,318,285,0,0.3,0,0.0,628,0,0.8,6378,2,0.0,3.3,,0,0.00,0.05,a,138,23,0,0.00,4.1,0.0,314,0,0,41,0.0,169,0.2,0,147,0.0,0,4.0,0.24,0,1,,,5769,0,207,125,1,False,0,3.8,
626,Issa Kaboré,45,DEF,Man City,492,227,,183,0,0,227,Kaboré,0.0,491,0,0,0.0,,446,0.0,0.0,0.0,,205,0.00,0.0,615,194,0,0.0,0,0.0,484,0,0.0,70,0,0.0,3.0,,0,0.00,0.00,a,191,119,0,0.00,0.0,0.0,491,0,0,461,0.0,191,0.0,0,194,0.0,0,0.0,0.0,0,0,,,70,0,484,194,0,False,0,3.5,
364,Amad Diallo,50,MID,Man Utd,56,158106,,44,0,0,129885,Amad,0.34,59,149,1,1.8,,69,0.2,0.6,4.5,,29,0.24,4.5,89,29,0,4.2,0,0.6,59,0,10.9,97795,30,1.03,4.0,,0,0.33,0.57,a,29,174,1,1.71,37.5,1.21,62,2,0,270,42.2,30,0.9,1,38,0.0,0,29.0,0.14,0,6,,2.0,60466,1,49,41,9,False,0,4.5,
365,Antony Matheus dos Santos,59,MID,Man Utd,274,4174,,141,1,0,2521,Antony,4.5,327,1,0,0.2,,248,0.0,90.0,1.0,,112,0.05,0.5,335,142,0,0.2,-1,0.0,291,0,1.5,11200,3,54.0,0.0,,0,0.00,0.05,a,169,62,0,0.60,10.3,0.0,308,0,0,98,3.0,163,0.1,1,133,0.0,0,2.0,4.5,0,1,,,4962,0,174,110,1,False,0,0.5,
366,Bruno Borges Fernandes,84,MID,Man Utd,36,81337,,13,1,0,23423,B.Fernandes,1.09,128,168,0,0.6,,22,0.68,0.54,2.5,1.0,9,0.76,2.5,24,63,0,14.2,-1,0.54,151,0,13.1,561137,25,1.04,2.0,,0,1.26,2.02,a,61,7,1,1.94,46.0,1.07,129,2,1,10,25.4,62,0.3,1,24,0.0,-1,60.0,0.41,0,2,,1.0,417073,0,40,34,5,False,0,2.5,1.0
367,Altay Bayindir,45,GKP,Man Utd,481,326,,53,0,0,151,Bayindir,0.0,480,0,0,0.0,,432,0.0,0.0,0.0,,61,0.00,0.0,449,63,0,0.1,0,0.0,473,0,0.0,2346,0,0.0,-0.5,,0,0.00,0.00,a,63,28,0,0.00,0.0,0.0,480,0,0,445,0.0,63,0.0,0,63,0.0,0,0.0,0.0,0,0,,,972,0,471,54,0,False,0,0.0,
368,Carlos Henrique Casimiro,50,MID,Man Utd,51,25709,,42,0,0,7766,Casemiro,0.39,112,180,0,1.0,,67,0.13,1.0,2.5,,74,0.52,2.5,220,33,0,0.7,0,0.5,72,0,11.3,23133,32,1.26,2.0,,0,0.26,0.78,a,46,118,1,2.53,44.6,1.0,113,2,0,185,39.4,47,0.5,2,36,0.0,0,29.0,0.26,0,2,,,15301,0,42,36,5,False,0,2.5,
369,Diogo Dalot Teixeira,50,DEF,Man Utd,122,142619,,77,0,0,40971,Dalot,0.05,75,180,0,1.6,,252,0.01,1.0,4.0,,18,0.07,4.0,55,36,0,8.2,0,0.5,104,0,5.8,161315,45,1.26,3.5,,0,0.02,0.09,a,25,26,1,2.53,23.6,1.0,78,2,0,226,33.8,27,0.8,2,29,0.0,0,1.0,0.04,0,1,,,117607,0,89,14,8,False,1,4.0,
370,Christian Eriksen,54,MID,Man Utd,600,1929,,261,1,0,852,Eriksen,0.0,596,0,0,0.0,,584,0.0,0.0,0.0,4.0,129,0.00,0.0,377,264,0,0.2,-1,0.0,594,0,0.0,8258,0,0.0,-0.5,,0,0.00,0.00,a,268,93,0,0.00,0.0,0.0,596,0,1,150,0.0,268,0.0,0,269,0.0,-1,0.0,0.0,0,0,,3.0,3967,0,597,269,0,False,0,0.0,
371,Jonny Evans,45,DEF,Man Utd,328,811,,145,0,0,344,Evans,0.0,276,9,0,0.2,,360,0.0,0.0,1.0,,162,0.00,0.5,433,103,0,0.1,0,0.0,308,0,0.1,3452,2,0.6,0.0,,0,0.00,0.00,a,88,47,0,0.06,0.0,0.0,227,0,0,340,1.4,72,0.1,0,105,0.0,0,0.0,0.0,0,0,,,1725,0,414,168,1,False,0,0.5,
372,Alejandro Garnacho,64,MID,Man Utd,75,139179,,51,1,0,43704,Garnacho,2.57,122,54,0,0.8,,82,2.32,1.67,2.5,,11,0.15,2.5,27,65,0,13.3,-1,0.0,156,0,8.6,529864,11,1.65,2.0,,1,1.39,1.54,a,55,50,0,0.99,36.4,0.0,123,0,1,70,24.6,56,0.4,1,51,0.0,-1,25.0,0.25,0,1,,,392811,0,52,43,5,False,0,2.5,
373,Hannibal Mejbri,45,MID,Man Utd,488,1740,2024-08-30T09:47:42.727251Z,169,0,0,976,Hannibal,0.0,487,0,0,0.0,0.0,441,0.0,0.0,0.0,,158,0.00,0.0,437,185,0,0.1,0,0.0,480,0,0.0,4040,0,0.0,0.0,Permanent move to Burnley,0,0.00,0.00,u,193,244,0,0.00,0.0,0.0,487,0,0,455,0.0,193,0.0,0,192,0.0,0,0.0,0.0,0,0,,,2243,0,479,193,0,False,0,0.0,
374,Tom Heaton,40,GKP,Man Utd,339,3080,,3,0,0,1900,Heaton,0.0,337,0,0,0.0,,260,0.0,0.0,0.0,,49,0.00,0.0,326,24,0,0.2,0,0.0,331,0,0.0,2559,0,0.0,-0.5,,0,0.00,0.00,a,23,41,0,0.00,0.0,0.0,337,0,0,556,0.0,23,0.0,0,24,0.0,0,0.0,0.0,0,0,,,1395,0,319,5,0,False,0,0.0,
375,Rasmus Højlund,69,FWD,Man Utd,634,1420,2024-08-05T15:00:04.427374Z,70,1,0,886,Højlund,0.0,631,0,0,0.0,0.0,633,0.0,0.0,0.0,,47,0.00,0.0,282,70,0,0.4,-1,0.0,634,0,0.0,29515,0,0.0,0.0,Hamstring injury - Expected back 14 Sep,0,0.00,0.00,i,70,16,0,0.00,0.0,0.0,631,0,1,37,0.0,70,0.0,0,70,0.0,-1,0.0,0.0,0,0,0.0,,8335,0,634,70,0,False,0,0.0,
376,Victor Lindelöf,44,DEF,Man Utd,419,263,2024-08-23T10:00:06.716661Z,133,1,0,44,Lindelof,0.0,416,0,0,0.0,0.0,344,0.0,0.0,0.0,,163,0.00,0.0,435,158,0,0.1,-1,0.0,411,0,0.0,8806,0,0.0,0.0,Toe Injury - Unknown return date,0,0.00,0.00,i,154,140,0,0.00,0.0,0.0,416,0,1,536,0.0,154,0.0,0,158,0.0,-1,0.0,0.0,0,0,0.0,,4265,0,399,157,0,False,0,0.0,
377,Harry Maguire,50,DEF,Man Utd,141,16443,2024-08-12T14:30:04.680129Z,61,0,0,4999,Maguire,0.03,89,158,0,1.4,100.0,204,0.02,0.57,3.5,,77,0.01,3.5,213,32,0,0.7,0,0.57,98,0,5.2,14618,34,1.07,3.0,,0,0.04,0.05,a,33,20,1,1.88,13.6,1.14,92,2,0,190,35.0,35,0.7,1,38,0.0,0,4.0,0.01,0,2,100.0,,10476,1,148,35,7,False,0,3.5,
378,Kobbie Mainoo,55,MID,Man Utd,203,66323,,109,0,0,26760,Mainoo,0.03,157,173,0,0.7,,186,0.02,1.04,2.0,,24,0.02,2.0,73,58,0,5.3,0,0.52,143,0,3.7,169339,39,1.28,1.5,,0,0.03,0.05,a,82,87,1,2.47,5.0,1.04,162,2,0,143,26.4,85,0.4,2,99,0.0,0,5.0,0.01,0,1,,,114730,1,195,118,4,False,0,2.0,
379,Tyrell Malacia,45,DEF,Man Utd,459,78,2024-08-05T15:00:04.439521Z,167,0,0,37,Malacia,0.0,458,0,0,0.0,0.0,405,0.0,0.0,0.0,,202,0.00,0.0,601,184,0,0.0,0,0.0,451,0,0.0,624,0,0.0,0.0,Knee injury - Expected back 05 Oct,0,0.00,0.00,i,181,90,0,0.00,0.0,0.0,458,0,0,407,0.0,181,0.0,0,184,0.0,0,0.0,0.0,0,0,0.0,,179,0,449,183,0,False,0,0.0,
380,Lisandro Martínez,45,DEF,Man Utd,159,107445,,166,0,0,21950,Martinez,0.1,68,180,0,1.8,,404,0.0,1.0,4.0,,25,0.21,4.0,70,46,0,5.6,0,0.5,123,0,4.6,90957,34,1.26,3.5,,0,0.00,0.21,a,21,89,1,2.53,16.2,1.0,71,2,0,406,29.6,23,0.9,2,48,0.0,0,0.0,0.1,0,1,,,68687,0,118,24,8,False,1,4.0,
381,Scott McTominay,49,MID,Man Utd,290,6593,,105,1,0,3948,McTominay,0.37,234,17,0,0.4,,181,0.37,5.29,1.0,,73,0.00,1.0,218,139,0,0.7,-1,0.0,285,0,0.9,37820,4,3.49,0.5,,0,0.07,0.07,a,119,204,0,0.66,0.3,0.0,253,0,1,310,3.2,126,0.2,1,142,0.0,-1,5.0,0.0,0,1,,,23590,0,304,171,2,False,0,1.0,
382,Mason Mount,64,MID,Man Utd,84,1957,2024-08-24T19:30:05.955281Z,22,1,0,315,Mount,0.36,211,105,0,0.5,0.0,41,0.33,0.86,1.5,,123,0.03,1.5,361,96,0,0.2,-1,0.86,217,0,7.9,11862,2,0.87,0.0,Knock - Unknown return date,0,0.39,0.42,i,110,41,1,1.02,23.7,1.71,216,2,1,61,13.0,112,0.2,1,59,0.0,-1,42.0,0.03,0,1,,,8323,1,88,68,3,False,0,1.5,
383,André Onana,50,GKP,Man Utd,185,49578,,63,0,0,9878,Onana,0.0,90,180,0,1.4,,541,0.0,1.0,3.5,,12,0.00,3.5,71,11,0,5.5,0,0.5,58,4,4.2,116254,39,1.26,3.0,,0,0.00,0.00,a,11,9,1,2.53,0.0,1.0,93,2,0,210,42.2,11,0.7,2,11,2.0,0,0.0,0.0,0,1,,,83805,0,563,63,7,False,0,3.5,
384,Facundo Pellistri Rebollo,50,MID,Man Utd,584,61,2024-08-22T11:21:35.952901Z,252,0,0,0,Pellistri,0.0,582,0,0,0.0,0.0,567,0.0,0.0,0.0,,259,0.00,0.0,592,255,0,0.0,0,0.0,577,0,0.0,1304,0,0.0,0.0,Transferred to Panathinaikos,0,0.00,0.00,u,260,172,0,0.00,0.0,0.0,582,0,0,266,0.0,260,0.0,0,261,0.0,0,0.0,0.0,0,0,0.0,,588,0,582,261,0,False,0,0.0,
385,Marcus Rashford,69,MID,Man Utd,200,31194,,79,1,0,9501,Rashford,0.07,127,154,0,0.7,,130,0.0,0.58,2.5,2.0,31,0.12,2.5,98,128,0,3.3,-1,0.58,268,0,3.8,158421,9,1.03,2.0,,0,0.00,0.12,a,60,19,1,1.77,22.1,1.17,128,2,1,35,4.6,61,0.4,1,98,0.0,-1,12.0,0.07,0,2,,,102744,0,92,69,5,False,0,2.5,3.0
386,Jadon Sancho,63,MID,Man Utd,626,2147,,281,2,0,1094,Sancho,0.0,622,0,0,0.0,,623,0.0,0.0,0.0,,111,0.00,0.0,334,282,0,0.2,-2,0.0,625,0,0.0,18687,0,0.0,-0.5,,0,0.00,0.00,a,283,51,0,0.00,0.0,0.0,622,0,1,72,0.0,283,0.0,0,283,0.0,-1,0.0,0.0,0,0,,,7608,0,627,284,0,False,0,0.0,
387,Luke Shaw,49,DEF,Man Utd,539,348,2024-08-14T22:30:05.635756Z,190,1,0,228,Shaw,0.0,540,0,0,0.0,0.0,501,0.0,0.0,0.0,,109,0.00,0.0,288,196,0,0.4,-1,0.0,532,0,0.0,40331,0,0.0,0.0,Calf injury - Expected back 14 Sep,0,0.00,0.00,i,194,34,0,0.00,0.0,0.0,540,0,0,294,0.0,194,0.0,0,196,0.0,0,0.0,0.0,0,0,0.0,4.0,10209,0,531,196,0,False,0,0.0,
389,Joshua Zirkzee,71,FWD,Man Utd,87,276987,,23,-1,0,44739,Zirkzee,0.13,64,74,1,1.3,,95,0.09,1.22,4.5,,17,0.03,4.5,90,9,0,4.1,1,0.0,52,0,7.8,145823,38,1.84,4.0,,0,0.07,0.10,a,9,11,0,1.51,12.8,0.0,67,0,0,24,44.6,9,0.6,1,14,0.0,0,21.0,0.04,0,1,,,120174,0,155,17,9,False,3,4.5,
572,Leny Yoro,44,DEF,Man Utd,432,806,2024-08-05T15:00:04.535911Z,143,1,0,638,Yoro,0.0,430,0,0,0.0,0.0,358,0.0,0.0,0.0,,160,0.00,0.0,430,168,0,0.1,-1,0.0,424,0,0.0,9367,0,0.0,0.0,Foot injury - Expected back 02 Nov,0,0.00,0.00,i,164,151,0,0.00,0.0,0.0,430,0,0,551,0.0,164,0.0,0,168,0.0,0,0.0,0.0,0,0,0.0,,2412,0,413,167,0,False,0,0.0,
593,Matthijs de Ligt,50,DEF,Man Utd,289,42464,,199,0,0,12159,De Ligt,0.0,241,20,0,0.4,,545,0.0,4.5,1.0,,36,0.00,1.0,100,91,0,3.3,0,0.0,234,0,1.0,127490,4,2.97,0.5,,0,0.00,0.00,a,76,25,0,0.66,0.2,0.0,273,0,0,220,9.8,89,0.2,1,97,0.0,0,0.0,0.0,0,1,,,73232,0,310,102,2,False,0,1.0,
594,Noussair Mazraoui,45,DEF,Man Utd,98,811643,,43,0,0,322784,Mazraoui,0.02,26,170,0,2.7,,169,0.0,1.06,6.0,,12,0.03,6.0,35,22,1,11.6,0,0.53,81,0,6.8,132972,44,1.31,5.5,,1,0.00,0.03,a,6,94,1,2.47,24.2,1.06,28,2,0,413,38.2,7,1.3,2,14,0.0,0,6.0,0.02,0,4,,,104938,0,85,13,12,False,2,6.0,
