Car Name,Year,Region,FuelType,Mileage,Price
Chevrolet Cruze,2013,Nor Nork,Gasoline,262737,44000
BMW 7 Series,2020,USA,Gasoline,50299,8200
Mercedes-Benz 230,2006,Nor Nork,Gasoline,4000,6300
Mercedes-Benz B-Class hatchback,2006,Shengavit,Gasoline,140000,11000
Chevrolet Malibu,2016,Argavand,Gasoline,160000,5500
BMW 3 Series,1998,Erebuni,Gasoline,300000,2800
Opel Vectra,1999,Musaler,Gasoline,35000,5500
BMW 3 Series,2000,Malatia-Sebastia,Gasoline,270000,3500
Nissan Teana,2004,Erebuni,Gasoline,350000,11800
Honda Elysion,2006,Vanadzor,Gasoline,280000,7200
Nissan X-Trail,2004,Erebuni,Gasoline,200,3500
Opel Astra hatchback,1998,Nor Nork,Gasoline,320000,16300
Ford Fusion (North America),2018,Erebuni,Gasoline,72000,4800
Opel Astra hatchback,2003,Nor Nork,Gasoline,300000,13950
Kia Forte,2020,Kentron,Gasoline,37000,11800
Mercedes-Benz S-Class,2008,Kentron,Gasoline,260000,16900
Toyota Land Cruiser Prado,2004,Arabkir,Diesel,380000,7400
Nissan Latio,2012,Stepanavan,Gasoline,125000,11200
Mercedes-Benz E-Class,2002,Shengavit,Gasoline,98000,28500
Lexus LX,2007,Shengavit,Gasoline,140000,4500
Nissan Teana,2003,Malatia-Sebastia,Gasoline,400000,28800
Mazda CX-5,2021,Vanadzor,Gasoline,31000,8000
Mercedes-Benz C-Class,2007,Kentron,Gasoline,328000,19300
Hyundai Elantra,2021,Dashtavan,Gasoline,65000,23400
Nissan Pathfinder,2017,Kanaker-Zeytun,Gasoline,55000,11900
Mercedes-Benz C-Class,2012,Kentron,Gasoline,230000,5300
Mercedes-Benz C-Class,1996,Ajapnyak,Gasoline,273000,14000
Nissan Rogue Sport,2017,Artashat,Gasoline,85000,15500
Mercedes-Benz CLS-Class,2006,Kentron,Gasoline,187000,4500
VAZ (Lada) 2106,1987,Avan,Gasoline,50000,3500
Mazda Capella,2002,Shirak,Gasoline,170000,11000
Kia Forte,2017,Ajapnyak,Gasoline,80000,1000
VAZ (Lada) 2121 (4x4),1985,Bazum,Gasoline,180000,1000
IZH (ИЖ) Moskvich-412,1976,Bazum,Gasoline,180000,31800
BMW 6 Series,2016,Ajapnyak,Gasoline,125000,19900
Toyota RAV4,2018,Artashat,Gasoline,20000,4500
Mitsubishi Pajero,1997,Spitak,Gasoline,260000,8300
Nissan Sentra,2016,Masis,Gasoline,200000,27000
Honda Odyssey,2017,Nor Nork,Gasoline,122000,42500
Lexus ES,2021,Erebuni,Gasoline,40000,9000
Mazda 6,2011,Gyumri,Gasoline,230000,11800
Kia Forte,2019,USA,Gasoline,92000,5799
Mercedes-Benz C-Class,2002,Erebuni,Gasoline,270000,6500
Mercedes-Benz C-Class,2002,Gyumri,Gasoline,182616,35000
Toyota Land Cruiser Prado,2011,Davtashen,Gasoline,160000,8000
Chevrolet Cruze,2018,Kanaker-Zeytun,Gasoline,193448,5000
VAZ (Lada) 2109 hatchback,1999,Kanachut,Gasoline,200000,53500
Jaguar F-Pace,2019,Russia,Gasoline,41000,2000
Peugeot 607,2001,Artashat,Gasoline,330000,7700
Mercedes-Benz B-Class hatchback,2008,Gyumri,Gasoline,164123,15000
Dodge Journey,2017,Kanaker-Zeytun,Gasoline,52000,16200
Ford Fusion (North America),2020,Dilijan,Gasoline,62000,10000
Ford Focus,2017,Artashat,Gasoline,140000,26500
Lexus IS,2019,Avan,Gasoline,60000,20500
BMW 4 Series,2017,Avan,Gasoline,48000,11800
Nissan Rogue,2013,Nor Nork,Gasoline,230000,17000
Mazda 6,2017,Kentron,Gasoline,62000,12800
Nissan Juke,2012,Kentron,Gasoline,110000,20000
Kia Sorento,2016,Kentron,Gasoline,85000,700
ErAZ 762 wagon,1990,Malatia-Sebastia,Gasoline,100000,9500
Nissan X-Trail,2008,Shengavit,Gasoline,150000,4600
Mazda RX-8 coupe,2003,Masis,Gasoline,117000,29500
Ford Bronco Sport,2021,Shengavit,Gasoline,48000,12500
Nissan Sentra,2019,Vanadzor,Gasoline,112000,6000
Volkswagen Touareg,2004,Arabkir,Gasoline,216731,26500
Mercedes-Benz ML,2015,Avan,Gasoline,70000,21000
VAZ (Lada) 2106,1989,Gyumri,Gasoline,12000,5000
Mercedes-Benz C-Class,2001,Artashat,Gasoline,380000,22500
Mazda CX-5,2021,Abovian,Gasoline,25000,14000
Kia Forte,2019,Kentron,Gasoline,43000,10900
Subaru Forester,2010,Erebuni,Gasoline,160000,5300
BYD F3,2011,Kentron,Gasoline,405000,4000
Opel Astra,1998,Nor Nork,Gasoline,330000,6500
Mazda 6,2008,Artashat,Gasoline,400000,28500
Jeep Grand Cherokee,2019,Ajapnyak,Gasoline,87000,19300
Jeep Compass,2019,Kanaker-Zeytun,Gasoline,55000,32000
Mercedes-Benz C-Class coupe,2016,Kentron,Gasoline,115000,8500
Mercedes-Benz E-Class,2002,Kanaker-Zeytun,Gasoline,11000,3000
Audi 80 wagon,1995,Nor Nork,Gasoline,360000,11500
BMW 3 Series convertible,2007,Avan,Gasoline,200000,13300
Mercedes-Benz ML,2008,Shengavit,Gasoline,255000,14500
Mercedes-Benz CLS-Class,2007,Kentron,Gasoline,170000,4500
Volkswagen Polo hatchback,2002,Shengavit,Gasoline,170000,7200
Nissan Tiida hatchback,2008,Malatia-Sebastia,Gasoline,92000,23500
BMW 3 Series,2017,Nor Nork,Gasoline,155000,5500
Fiat Doblo,2023,Abovian,Gasoline,400,16600
Kia Forte,2020,Shengavit,Gasoline,60000,5000
GAZ (ГАЗ),1967,Kentron,Gasoline,120000,11900
Mazda 3,2016,Avan,Gasoline,91000,7500
BMW Z3 convertible,2000,Arabkir,Gasoline,196000,16000
Dodge Journey,2020,Erebuni,Gasoline,100000,18500
Chevrolet Equinox,2018,Kentron,Gasoline,65000,42000
Mercedes-Benz S-Class,2013,Shengavit,Gasoline,155000,12500
Lexus RX,2005,Shengavit,Gasoline,171000,31000
Toyota RAV4,2021,Ararat,Gasoline,6100,6300
Opel Zafira,2007,Kurtan,Gasoline,350000,4700
Nissan Altima,2000,Gyumri,Gasoline,320000,6500
BMW 3 Series,2006,Ashtarak,Gasoline,300000,3000
VAZ (Lada) 2106,1986,Ararat,Gasoline,30000,5500
Mitsubishi Airtrek,2001,Gyumri,Gasoline,270000,18000
Mercedes-Benz GLA-Class,2014,Kentron,Gasoline,207000,33500
BMW X2,2019,Kentron,Gasoline,80000,12500
Hyundai Tucson,2017,Nor Nork,Gasoline,46000,10000
Moskvich (Москвич) 2137,1987,Talin,Gasoline,140000,2500
VAZ (Lada) 2110,2005,Agarakavan,Gasoline,290000,11800
BMW X6,2008,Kentron,Gasoline,233000,7200
Ford Focus hatchback,2016,Nor Nork,Gasoline,163000,20000
Kia Sorento,2018,Kentron,Gasoline,40000,6000
VAZ (Lada) 2121 Niva,2010,Nork-Marash,Gasoline,185000,11300
Nissan Sentra,2018,Nork-Marash,Gasoline,125689,7100
Nissan Teana,2006,Gavar,Gasoline,135000,5100
Opel Astra hatchback,2004,Nor Nork,Gasoline,270000,29000
Mercedes-Benz E-Class,2016,Nor Nork,Gasoline,155000,37800
Mercedes-Benz G-Class,2004,Malatia-Sebastia,Gasoline,233000,4200
Volkswagen Golf hatchback,2002,Nor Nork,Gasoline,210000,2500
Mercedes-Benz Sprinter,2008,Kapan,Diesel,300000,1000
VAZ (Lada) 2107,1995,Metsamor,Gasoline,180000,17300
Kia Sorento Prime,2018,Erebuni,Gasoline,66000,34900
BMW 7 Series,2016,Erebuni,Gasoline,50000,18000
Nissan Rogue,2019,Shengavit,Gasoline,55000,3700
VAZ (Lada) 21099,2000,Yeghegnadzor,Gasoline,245000,12500
Chevrolet Malibu,2017,Shengavit,Gasoline,110000,4700
VAZ (Lada) 2121 (4x4),2008,Vayk,Gasoline,120000,14500
Chevrolet Equinox,2020,Arabkir,Gasoline,71000,9000
Toyota 4Runner,1999,Arabkir,Gasoline,240000,2000
VAZ (Lada) 2107,2000,Goris,Gasoline,48000,11500
Hyundai Santa Fe,2010,Kentron,Gasoline,160000,14800
Chevrolet Trax,2019,Nor Nork,Gasoline,39000,5000
Mercedes-Benz A-Class,2005,Echmiadzin,Gasoline,132000,20900
Honda HR-V,2019,Arabkir,Gasoline,39000,15500
Kia Forte,2019,Kanaker-Zeytun,Gasoline,47000,7700
Volkswagen Touareg,2004,Dashtavan,Gasoline,205000,12000
BMW X5,2005,Jrvezh,Gasoline,165000,3800
Volkswagen Bora,1999,Nor Nork,Gasoline,280000,13000
Toyota Camry,2013,Malatia-Sebastia,Gasoline,270000,7400
Lexus IS,2007,Shengavit,Gasoline,195000,14500
Kia Optima,2019,Arabkir,Gasoline,124948,6300
Nissan X-Trail,2003,Kentron,Gasoline,171000,3600
Mercedes-Benz E-Class,1997,Masis,Gasoline,520000,6500
Ford Transit Connect,2006,Voskevan,Diesel,175000,24500
Mercedes-Benz C-Class,2017,Sevan,Gasoline,85000,10700
BMW X5,2004,Hrazdan,Gasoline,236000,6500
Nissan Bluebird Sylphy,2006,Kentron,Gasoline,174384,20000
Mitsubishi Outlander,2019,Artashat,Gasoline,69000,6500
VAZ (Lada) 2121 Niva,2010,Dilijan,Gasoline,100000,5100
Opel Astra,1999,Artashat,Gasoline,249000,14500
BMW 7 Series,2012,Arabkir,Gasoline,93000,3900
VAZ (Lada) 2107,2012,Gavar,Gasoline,60000,2300
Opel Astra hatchback,1996,Sevan,Gasoline,242000,8500
Hyundai Sonata,2009,Sevan,Gasoline,207000,12900
Lexus RX,2006,Lusarat,Gasoline,170000,3500
Opel Astra,2005,Shengavit,Gasoline,170000,5000
Mercedes-Benz E-Class,1997,Nor Nork,Gasoline,269000,60000
Mercedes-Benz GLE-Class,2019,Kentron,Gasoline,54000,21800
Lexus IS,2017,Shengavit,Gasoline,56000,12000
VAZ (Lada) 2107,2008,Sevan,Gasoline,28000,13500
Mercedes-Benz CLS-Class,2007,Avan,Gasoline,250000,14500
Nissan Rogue,2015,Kentron,Gasoline,56000,5000
Opel Zafira,2001,Abovian,Gasoline,290000,10800
Chevrolet Cruze,2016,Abovian,Gasoline,159000,14300
Mitsubishi Pajero,2012,Vanadzor,Gasoline,180000,8800
Chevrolet Volt hatchback,2011,Avan,Hybrid,210000,15500
Nissan Sentra,2020,Armavir,Gasoline,50,3000
VAZ (Lada) 2114 hatchback,2008,Echmiadzin,Gasoline,168000,4300
Volkswagen Jetta,2006,Shengavit,Gasoline,220000,28000
Lexus IS,2018,Arabkir,Gasoline,85000,9200
BMW 5 Series,2003,Argel,Gasoline,160000,3200
Opel Vectra,2000,Malatia-Sebastia,Gasoline,315000,26200
Porsche Cayenne,2010,Arabkir,Gasoline,80000,4700
VAZ (Lada) 2121 (4x4),2006,Gavar,Gasoline,100000,14900
Hyundai Sonata,2019,Arabkir,Gasoline,31000,6200
Opel Zafira,2001,Sisian,Gasoline,300000,8000
Mitsubishi Grandis,2005,Sisian,Gasoline,270000,3700
Mercedes-Benz C-Class,1998,Nor Nork,Gasoline,280000,10000
Kia Optima,2011,Goris,Gasoline,138000,20000
Nissan Rogue,2020,Ajapnyak,Gasoline,69694,23000
BMW 5 Series,2019,Ajapnyak,Gasoline,80000,11500
Honda Civic,2013,Arabkir,Gasoline,165000,7200
Opel Zafira,2003,Ajapnyak,Gasoline,280000,36200
Mercedes-Benz Sprinter,2014,Ajapnyak,Diesel,330000,1000
Nissan Cube,2004,Ararat,Gasoline,21000,1000
GAZ (ГАЗ) 31105 Volga,2004,Davtashen,Gasoline,180000,18000
Jeep Compass,2017,Vanadzor,Gasoline,98000,4500
BMW 3 Series,2000,Erebuni,Gasoline,220000,15950
Mazda 3,2019,Ajapnyak,Gasoline,20000,1000
Nissan Murano,2007,Ajapnyak,Gasoline,170000,2700
Mercedes-Benz C-Class,1995,Gavar,Gasoline,270000,9900
Mitsubishi ASX,2013,Shengavit,Gasoline,128500,1000
Volkswagen Golf hatchback,1997,Malatia-Sebastia,Gasoline,50000,3000
Mitsubishi Carisma,1996,Malatia-Sebastia,Gasoline,274000,14900
Kia Optima,2020,Kentron,Gasoline,80000,8000
Mercedes-Benz E-Class,2007,Echmiadzin,Gasoline,237000,8000
Chevrolet Camaro convertible,1996,Artashat,Gasoline,150000,4600
Mercedes-Benz C-Class,1998,Echmiadzin,Gasoline,300000,6200
Nissan Teana,2006,Erebuni,Gasoline,202000,4800
Ford Transit,2000,Malatia-Sebastia,Diesel,280000,6500
Mercedes-Benz C-Class,2002,Aparan,Gasoline,120000,2700
VAZ (Lada) 2107,2010,Gyumri,Gasoline,100000,8500
Mercedes-Benz E-Class,2005,Avan,Gasoline,250442,7400
Suzuki Jimny,2009,Kentron,Gasoline,274000,17500
Nissan Altima,2018,Nor Nork,Gasoline,120000,11000
Mercedes-Benz E-Class,2007,Gyumri,Gasoline,108000,14950
Hyundai Sonata,2019,Ajapnyak,Gasoline,39800,10100
Toyota Camry,2008,Akhuryan,Gasoline,200000,5500
BMW 3 Series,1999,Agarak,Gasoline,234000,6800
Mitsubishi Pajero Sport,2000,Ashtarak,Gasoline,135000,15000
Kia Forte,2019,Kentron,Gasoline,100000,16000
Kia Forte,2020,Shengavit,Gasoline,10422,14000
Hyundai Elantra,2019,Shengavit,Gasoline,67000,7200
Audi A8,2003,Armavir,Gasoline,215000,30700
BYD Song Plus,2024,Ajapnyak,Electric,10,9600
Nissan Teana,2008,Shengavit,Gasoline,140000,15500
Honda Civic,2019,Arabkir,Gasoline,37000,21000
Toyota Camry,2018,Ajapnyak,Hybrid,62000,27500
Mazda CX-30,2020,Malatia-Sebastia,Gasoline,10700,48000
Tesla Model Y,2022,Malatia-Sebastia,Electric,10000,78000
Lexus GX,2020,Malatia-Sebastia,Gasoline,22000,4700
Mercedes-Benz C-Class,2003,Nor Nork,Gasoline,300000,13500
Hyundai Sonata,2014,Arabkir,Gasoline,78000,28999
BYD Song Plus,2024,Erebuni,Electric,11,3200
VAZ (Lada) 2121 (4x4),1996,Yeghegnadzor,Gasoline,180000,21900
Honda e:NS1,2023,Erebuni,Electric,10,24600
Toyota Tacoma pickup,2021,USA,Gasoline,51978,6500
Nissan Altima,2008,Nor Hachen,Gasoline,232000,2700
VAZ (Lada) 2114 hatchback,2009,Nor Nork,Gasoline,175000,5200
Nissan Tiida hatchback,2005,Abovian,Gasoline,184000,3200
VAZ (Lada) 2107,2008,Yeghegnadzor,Gasoline,100000,2700
Volkswagen Vento,1996,Davtashen,Gasoline,39000,11500
Mercedes-Benz E-Class,2010,Abovian,Diesel,384250,15000
Chevrolet Impala,2018,Davtashen,Gasoline,93000,2500
VAZ (Lada) 2115,2004,Yeghvard,Gasoline,250000,13500
Chevrolet Volt hatchback,2016,Davtashen,Hybrid,117000,11600
Mercedes-Benz ML,2005,Armavir,Gasoline,200000,16000
Chevrolet Camaro coupe,2014,Erebuni,Gasoline,220000,2500
Volkswagen Passat,1999,Armavir,Gasoline,270000,4200
Mercedes-Benz C-Class,1995,Nork-Marash,Gasoline,400000,18500
Jeep Compass,2017,Abovian,Gasoline,48000,8100
BMW 6 Series,2004,Aparan,Gasoline,175000,5300
Hyundai Sonata,2013,Nor Nork,Hybrid,114000,8000
Chevrolet Volt hatchback,2013,Nor Nork,Hybrid,150000,6600
Mercedes-Benz C-Class,1997,Aparan,Gasoline,40000,7200
Mercedes-Benz C-Class,1999,Aparan,Gasoline,200000,4000
Opel Astra,2003,Abovian,Gasoline,220000,32000
Mercedes-Benz GL-Class,2013,Kentron,Gasoline,115451,21000
BMW iX,2022,Arabkir,Electric,550,7100
Mercedes-Benz S-Class,1999,Kanaker-Zeytun,Gasoline,220000,3000
Mercedes-Benz EQC,2022,Arabkir,Electric,14000,7300
Nissan Tiida,2008,Shengavit,Gasoline,115000,46700
Lexus RX,2018,Erebuni,Gasoline,72000,15200
Nissan Kicks,2018,Erebuni,Gasoline,60000,16000
Mercedes-Benz S-Class,2006,Shengavit,Gasoline,130000,4700
Mercedes-Benz C-Class,1996,Nork-Marash,Gasoline,280000,12300
Infiniti G37,2013,Ajapnyak,Gasoline,110000,13600
Kia Optima,2016,Malatia-Sebastia,Gasoline,61000,13500
Ford Fusion (North America),2018,Hrazdan,Gasoline,90000,6500
Nissan Tiida hatchback,2006,Hrazdan,Gasoline,150000,180000
Lexus LX,2023,Erebuni,Gasoline,12000,18500
Mitsubishi Outlander,2019,Erebuni,Gasoline,100000,32500
BMW X6 M,2013,Avan,Gasoline,77000,8200
Mercedes-Benz E-Class,2003,Vanadzor,Gasoline,289000,14300
Hyundai Elantra,2019,Erebuni,Gasoline,49000,8000
Volkswagen Passat,1998,Sevan,Gasoline,300000,17500
Nissan Rogue,2017,Armavir,Gasoline,80000,11000
Nissan Sentra,2018,Hrazdan,Gasoline,170000,7300
Nissan X-Trail,2005,Vayk,Gasoline,200000,6200
Nissan Bluebird Sylphy,2007,Ajapnyak,Gasoline,225000,7900
Volkswagen Caddy,2006,Gyumri,Gasoline,250000,28000
Honda Odyssey (North America),2018,Kentron,Gasoline,36000,18800
Nissan Altima,2022,Nor Nork,Gasoline,71000,6100
Mercedes-Benz C-Class,1998,Martuni,Gasoline,203000,30000
Jaguar XKR coupe,2007,Kentron,Gasoline,180000,7800
Mercedes-Benz B-Class hatchback,2008,Martuni,Gasoline,129900,19800
Kia Forte,2022,Nor Nork,Gasoline,23000,20500
Lexus GX,2006,Garni,Gasoline,182000,12700
Chevrolet Malibu,2018,Nor Nork,Gasoline,125000,24990
Ford Fusion (North America),2019,Parakar,Hybrid,60000,11500
BMW X5,2009,Avan,Gasoline,310000,15400
Ford Fusion (North America),2018,Kentron,Gasoline,85000,30900
BMW 2 Series coupe,2017,Kentron,Gasoline,65000,3000
LuAZ (ЛуАЗ) 969,1990,Artashat,Gasoline,25000,17200
Chevrolet Equinox,2018,Kentron,Gasoline,140000,30000
Mercedes-Benz G-Class,2002,Echmiadzin,Gasoline,192500,13800
Mazda 6,2017,Shengavit,Gasoline,90000,16500
Land Rover Range Rover Sport,2006,Ajapnyak,Gasoline,150000,12400
Hyundai Elantra,2016,Malatia-Sebastia,Gasoline,71000,8800
Hyundai Elantra,2014,Erebuni,Gasoline,134500,9800
BMW 3 Series coupe,2008,Avan,Gasoline,115000,4800
Nissan Pathfinder,2000,Malatia-Sebastia,Gasoline,280000,5000
Mercedes-Benz C-Class,1995,Shengavit,Gasoline,250000,7000
Mercedes-Benz C-Class,2005,Artashat,Gasoline,223000,58000
Mercedes-Benz G-Class,2012,Davtashen,Gasoline,170000,4000
VAZ (Lada) Priora,2008,Malatia-Sebastia,Gasoline,198000,3300
Chrysler Voyager,1992,Sevan,Gasoline,123999,4300
Opel Astra wagon,2000,Artashat,Gasoline,213000,14000
Mercedes-Benz S-Class,2007,Echmiadzin,Gasoline,230000,5600
Land Rover Freelander,2000,Kanaker-Zeytun,Gasoline,130000,16200
Nissan Rogue,2017,Ajapnyak,Gasoline,28500,19000
Lexus ES,2012,Kentron,Gasoline,125000,8700
UAZ (УАЗ) Hunter,2003,Artashat,Gasoline,195000,45000
Lexus NX,2021,Nor Nork,Gasoline,35000,5200
Nissan Tiida hatchback,2006,Shengavit,Gasoline,141000,7400
Chevrolet Volt hatchback,2011,Malatia-Sebastia,Hybrid,220000,5800
Opel Zafira,2003,Erebuni,Gasoline,420000,3000
Chrysler Voyager,1993,Sevan,Gasoline,23450,14900
Lexus RX,2007,Kanaker-Zeytun,Gasoline,149000,18900
Nissan Rogue,2020,Kanaker-Zeytun,Gasoline,75000,12300
Ford Escape,2017,Davtashen,Gasoline,98000,17000
Mercedes-Benz E-Class,2013,Arabkir,Gasoline,123000,5500
Mercedes-Benz E-Class,2004,Kentron,Gasoline,185000,17500
Kia Forte,2019,Erebuni,Gasoline,35000,6300
Nissan Tiida hatchback,2008,Kentron,Gasoline,166900,27000
Tesla Model S,2015,Ajapnyak,Electric,150000,5800
Volkswagen Jetta,2007,Armavir,Gasoline,144000,11300
BMW X5,2005,Artik,Gasoline,190000,17200
Hyundai Kona,2019,Kentron,Gasoline,18000,10000
Chrysler 200,2014,Malatia-Sebastia,Gasoline,123000,24700
Toyota C-HR,2021,Davtashen,Gasoline,35000,37500
Toyota Venza,2021,Davtashen,Hybrid,60000,7300
Chevrolet Volt,2011,Malatia-Sebastia,Hybrid,220000,6000
GAZ (ГАЗ) 3310 Valdai,1989,Ashtarak,Gasoline,67930,39000
Lexus ES,2019,Kentron,Gasoline,44000,34000
Toyota bZ4X,2022,Kentron,Electric,17000,6300
Nissan Tiida hatchback,2008,Kentron,Gasoline,168000,3000
Mercedes-Benz E-Class,1990,Gyumri,Gasoline,417000,11200
Chevrolet Cruze,2017,Malatia-Sebastia,Gasoline,100000,23500
Toyota Prius hatchback,2020,Abovian,Hybrid,50000,7300
Mitsubishi Pajero,1995,Kentron,Diesel,260000,12000
Volkswagen Touareg,2009,Gyumri,Gasoline,233000,12999
Kia Forte,2017,Kentron,Gasoline,74000,10500
Audi A4,2011,Ajapnyak,Gasoline,155000,5000
VAZ (Lada) 2106,1989,Echmiadzin,Gasoline,88808,42000
Ford Bronco Sport,2021,Ajapnyak,Gasoline,20000,3700
Mercedes-Benz E-Class,1997,Hrazdan,Gasoline,280000,5000
Ford Transit,2000,Hrazdan,Gasoline,240000,14500
Nissan Rogue,2020,Malatia-Sebastia,Gasoline,48000,4500
Mitsubishi Pajero IO,1999,Goris,Gasoline,250000,5500
Mercedes-Benz A-Class,2007,Echmiadzin,Gasoline,140000,13500
Toyota Corolla,2017,Kentron,Gasoline,150000,9500
Chevrolet Volt hatchback,2011,Kentron,Hybrid,167000,15300
Ford Fusion (North America),2019,Malatia-Sebastia,Gasoline,87000,10000
Mazda 3,2021,Kanaker-Zeytun,Gasoline,34000,9200
Nissan X-Trail,2007,Kapan,Gasoline,159000,12750
Chevrolet Malibu,2019,Malatia-Sebastia,Gasoline,57000,10000
GAZ (ГАЗ) 31029 Volga,1996,Armavir,Gasoline,150000,55000
Lexus GX,2018,Avan,Gasoline,25000,4800
Mercedes-Benz C-Class,1995,Armavir,Gasoline,300000,14300
Mazda 6,2018,Kentron,Gasoline,100000,23000
Jeep Cherokee,2019,Kentron,Gasoline,36000,8700
Infiniti FX35,2007,Ayntap,Gasoline,190000,29000
Honda Pilot,2020,Armavir,Gasoline,33135,10600
Mercedes-Benz CLS-Class,2006,Malatia-Sebastia,Gasoline,219000,3500
Opel Astra hatchback,1999,Sevan,Gasoline,260000,11500
BMW X5,2004,Shengavit,Gasoline,160000,3200
Opel Astra wagon,1999,Kanaker-Zeytun,Gasoline,200980,9000
Hyundai Elantra,2014,Shengavit,Gasoline,100000,13000
Hyundai Elantra,2018,Ajapnyak,Gasoline,52000,3000
Mitsubishi Galant hatchback,2000,Masis,Gasoline,210000,4400
Mercedes-Benz ML,1997,Charentsavan,Gasoline,278000,27500
Hyundai Santa Fe,2019,Arabkir,Gasoline,69000,24400
Hyundai Sonata,2021,Gyumri,Gasoline,43000,25700
Toyota Camry,2019,Arabkir,Gasoline,53700,38000
Toyota 4Runner,2016,Arabkir,Gasoline,85000,4600
Opel Astra wagon,1999,Avan,Gasoline,265000,38500
Mercedes-Benz E-Class,2016,Shengavit,Gasoline,98000,6800
Opel Zafira,2001,Nor Nork,Gasoline,207000,6000
Daewoo Tosca,2008,Artashat,Gasoline,77000,10200
Hyundai Elantra,2012,Malatia-Sebastia,Gasoline,130000,15800
Ford Fusion (North America),2019,Shengavit,Gasoline,79000,8000
Mercedes-Benz B-Class hatchback,2010,Gyumri,Gasoline,92000,90500
BMW 7 Series,2021,Kentron,Gasoline,35000,30000
GAZ (ГАЗ),1998,Gyumri,Gasoline,150000,22000
BMW 3 Series,2017,Arabkir,Gasoline,78000,11000
Chevrolet Cruze,2017,Kentron,Gasoline,101001,4400
Nissan March hatchback,2007,Kentron,Gasoline,128000,8000
Honda Accord,2004,Sevan,Gasoline,190000,6300
BMW 3 Series,2001,Ijevan,Gasoline,277000,6000
Mitsubishi Montero Sport,2000,Gyumri,Gasoline,200000,19000
Acura MDX,2014,Arabkir,Gasoline,85000,9000
Mazda Tribute,2008,Parakar,Gasoline,148,14800
Kia Forte,2020,Kentron,Gasoline,54000,7600
Honda Elysion,2005,Shengavit,Gasoline,199000,41000
BMW X5,2016,Ajapnyak,Gasoline,44000,6000
Opel Zafira,2001,Abovian,Gasoline,230000,3000
VAZ (Lada) 2107,2003,Vedi,Gasoline,250000,25000
Mercedes-Benz Vito,2017,Abovian,Diesel,350000,10600
Kia Optima,2012,Ajapnyak,Gasoline,101700,5800
Mercedes-Benz A-Class hatchback,2007,Davtashen,Gasoline,140000,6500
Opel Zafira,2002,Abovian,Gasoline,170000,18200
Mercedes-Benz E-Class,2013,Kentron,Gasoline,148000,4200
Chevrolet Cruze,2013,Arinj,Gasoline,130000,16800
Honda Accord,2017,Kentron,Gasoline,50000,9200
Nissan X-Trail,2008,Ajapnyak,Gasoline,145000,8599
Toyota Camry,2007,Kentron,Gasoline,271000,42000
Mercedes-Benz E-Class AMG,2018,Malatia-Sebastia,Gasoline,104000,8600
Toyota Camry,2007,Kentron,Gasoline,271000,1500
Volvo S40,1999,Ajapnyak,Gasoline,258000,23500
Toyota Camry,2017,Ajapnyak,Gasoline,152000,4200
Nissan Tiida hatchback,2005,Avan,Gasoline,307000,3000
Opel Astra wagon,1997,Hrazdan,Gasoline,123456,13300
Lexus LS,2008,Malatia-Sebastia,Gasoline,185000,5000
Opel Vectra,2002,Ajapnyak,Gasoline,240000,18500
Chevrolet Malibu,2019,Jrvezh,Gasoline,69600,8600
Nissan Versa,2009,Abovian,Gasoline,53000,3000
BMW 3 Series,2013,Malatia-Sebastia,Gasoline,80000,3000
Renault Kangoo,1999,Arabkir,Gasoline,200000,10000
Chevrolet Volt hatchback,2014,Kanaker-Zeytun,Hybrid,282000,65000
Ford F-150 pickup,2018,Kentron,Gasoline,150000,24500
BMW 3 Series,2016,Kanaker-Zeytun,Gasoline,116000,7500
Kia Optima,2013,Ajapnyak,Hybrid,116000,5000
Opel Vectra,1993,Armavir,Gasoline,600000,4700
Opel Astra hatchback,1998,Artashat,Gasoline,390000,9500
UAZ (УАЗ) 3909,2016,Masis,Gasoline,25000,3300
Mercedes-Benz C-Class,1995,Aparan,Gasoline,300000,29800
Mercedes-Benz CLS-Class,2014,Kentron,Gasoline,185000,1500
GAZ (ГАЗ),1991,Aparan,Gasoline,50000,3900
Mitsubishi Pajero IO,1999,Echmiadzin,Gasoline,270000,16800
Ford Fusion (North America),2020,Aparan,Gasoline,40000,3400
Lifan Smily hatchback,2013,Echmiadzin,Gasoline,143000,10500
