Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Ibuproprofen,Antiviral,Capsule,142 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter
Dextronazole,Antipyretic,Capsule,539 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Clarinazole,Antiviral,Syrup,846 mg,Novartis AG,Infection,Over-the-Counter
Amoxistatin,Antidepressant,Ointment,414 mg,"Merck & Co., Inc.",Fever,Over-the-Counter
Acetomet,Antifungal,Drops,169 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter
Cefcillin,Analgesic,Tablet,265 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Dolophen,Antiviral,Capsule,225 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter
Acetoprofen,Antidepressant,Ointment,340 mg,Boehringer Ingelheim GmbH,Virus,Prescription
Ibupromycin,Antipyretic,Drops,981 mg,Amgen Inc.,Fever,Prescription
Metomet,Antiseptic,Tablet,976 mg,Teva Pharmaceutical Industries Ltd.,Infection,Over-the-Counter
Dolomet,Antifungal,Capsule,569 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Dextromet,Antibiotic,Tablet,413 mg,Amgen Inc.,Depression,Prescription
Dolophen,Analgesic,Cream,961 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter
Acetonazole,Antidepressant,Inhaler,286 mg,Novo Nordisk A/S,Virus,Over-the-Counter
Amoxiprofen,Antidepressant,Injection,112 mg,Bayer AG,Infection,Prescription
Dolomycin,Antiviral,Ointment,411 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription
Metostatin,Antiseptic,Drops,31 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Acetomet,Antidepressant,Tablet,221 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Dolostatin,Antidepressant,Cream,481 mg,Pfizer Inc.,Fever,Over-the-Counter
Dolovir,Antibiotic,Capsule,405 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter
Clarimycin,Antifungal,Syrup,189 mg,Johnson & Johnson,Virus,Prescription
Amoxistatin,Antiseptic,Ointment,183 mg,Amgen Inc.,Fungus,Over-the-Counter
Dolocillin,Antiseptic,Injection,14 mg,Johnson & Johnson,Pain,Prescription
Dolomycin,Antifungal,Injection,414 mg,Pfizer Inc.,Wound,Over-the-Counter
Metomycin,Antifungal,Capsule,719 mg,Novartis AG,Wound,Over-the-Counter
Dolonazole,Antidiabetic,Syrup,473 mg,Novartis AG,Pain,Prescription
Acetocillin,Analgesic,Capsule,726 mg,"Gilead Sciences, Inc.",Pain,Prescription
Ibuprocillin,Antifungal,Inhaler,936 mg,Biogen Inc.,Fungus,Over-the-Counter
Dolophen,Antifungal,Ointment,181 mg,"Merck & Co., Inc.",Wound,Prescription
Doloprofen,Antiseptic,Cream,925 mg,Johnson & Johnson,Wound,Over-the-Counter
Dextronazole,Antidepressant,Cream,334 mg,Bayer AG,Fungus,Prescription
Amoxiprofen,Antiseptic,Capsule,506 mg,AstraZeneca plc,Fever,Over-the-Counter
Amoxicillin,Analgesic,Drops,615 mg,Amgen Inc.,Diabetes,Prescription
Cefnazole,Antifungal,Cream,731 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter
Dolostatin,Antidepressant,Capsule,356 mg,Amgen Inc.,Wound,Over-the-Counter
Dextrocillin,Antiseptic,Inhaler,694 mg,Teva Pharmaceutical Industries Ltd.,Depression,Prescription
Dextroprofen,Antibiotic,Cream,57 mg,Eli Lilly and Company,Depression,Prescription
Clariphen,Antiseptic,Capsule,996 mg,"Merck & Co., Inc.",Wound,Over-the-Counter
Claristatin,Antiviral,Tablet,289 mg,Novartis AG,Diabetes,Over-the-Counter
Cefphen,Antipyretic,Tablet,842 mg,Roche Holding AG,Diabetes,Over-the-Counter
Amoxinazole,Antipyretic,Cream,717 mg,Novo Nordisk A/S,Virus,Over-the-Counter
Amoxivir,Antidepressant,Capsule,948 mg,Pfizer Inc.,Depression,Over-the-Counter
Ibupromet,Antiviral,Syrup,766 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter
Ibupromycin,Antidiabetic,Injection,135 mg,Bayer AG,Fungus,Prescription
Acetomet,Antidiabetic,Syrup,201 mg,Sanofi S.A.,Fever,Over-the-Counter
Clariprofen,Antiseptic,Capsule,720 mg,Sanofi S.A.,Wound,Prescription
Metonazole,Antifungal,Ointment,525 mg,Roche Holding AG,Virus,Over-the-Counter
Amoxinazole,Antiviral,Injection,176 mg,"Gilead Sciences, Inc.",Diabetes,Prescription
Amoxistatin,Antifungal,Cream,815 mg,GlaxoSmithKline plc,Pain,Over-the-Counter
Dextrocillin,Antidiabetic,Capsule,213 mg,Bayer AG,Infection,Prescription
Clarimycin,Antipyretic,Tablet,325 mg,Pfizer Inc.,Diabetes,Prescription
Cefcillin,Analgesic,Syrup,15 mg,AstraZeneca plc,Fungus,Over-the-Counter
Dextroprofen,Antidepressant,Capsule,787 mg,Novartis AG,Wound,Prescription
Ibupronazole,Antibiotic,Ointment,529 mg,"Gilead Sciences, Inc.",Diabetes,Prescription
Cefcillin,Antipyretic,Syrup,540 mg,Amgen Inc.,Pain,Prescription
Amoximycin,Antipyretic,Tablet,933 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Clarimet,Antiseptic,Injection,29 mg,Biogen Inc.,Fungus,Over-the-Counter
Clarinazole,Antipyretic,Tablet,690 mg,"Gilead Sciences, Inc.",Wound,Prescription
Doloprofen,Analgesic,Inhaler,62 mg,Sanofi S.A.,Pain,Prescription
Dextrovir,Antiseptic,Capsule,995 mg,AbbVie Inc.,Pain,Over-the-Counter
Dextronazole,Antifungal,Syrup,111 mg,AstraZeneca plc,Diabetes,Over-the-Counter
Acetonazole,Antiviral,Inhaler,244 mg,Biogen Inc.,Diabetes,Over-the-Counter
Acetovir,Antibiotic,Cream,482 mg,Roche Holding AG,Depression,Over-the-Counter
Acetoprofen,Antidepressant,Drops,989 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Acetovir,Antidepressant,Drops,237 mg,Novo Nordisk A/S,Virus,Prescription
Ibupromycin,Antidepressant,Cream,59 mg,Novo Nordisk A/S,Fungus,Over-the-Counter
Cefmycin,Antidepressant,Injection,680 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter
Amoxicillin,Antiviral,Capsule,367 mg,Takeda Pharmaceutical Company Limited,Diabetes,Prescription
Ibupromet,Analgesic,Ointment,141 mg,Sanofi S.A.,Fever,Prescription
Acetoprofen,Antifungal,Inhaler,307 mg,Sanofi S.A.,Diabetes,Over-the-Counter
Amoxiprofen,Analgesic,Capsule,997 mg,Biogen Inc.,Virus,Prescription
Amoxivir,Antidiabetic,Tablet,910 mg,AstraZeneca plc,Fungus,Prescription
Dolocillin,Analgesic,Capsule,339 mg,Amgen Inc.,Fungus,Over-the-Counter
Clariphen,Antidepressant,Drops,586 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Claricillin,Antiviral,Injection,957 mg,"Gilead Sciences, Inc.",Depression,Prescription
Acetostatin,Antipyretic,Ointment,227 mg,CSL Limited,Fungus,Over-the-Counter
Cefprofen,Antiseptic,Tablet,103 mg,Amgen Inc.,Wound,Over-the-Counter
Metomycin,Antibiotic,Syrup,630 mg,Boehringer Ingelheim GmbH,Infection,Prescription
Amoxiphen,Analgesic,Ointment,229 mg,Amgen Inc.,Wound,Prescription
Amoximycin,Antifungal,Syrup,4 mg,AbbVie Inc.,Virus,Prescription
Cefmycin,Antiviral,Injection,835 mg,Bristol-Myers Squibb Company,Pain,Over-the-Counter
Dextrocillin,Analgesic,Syrup,26 mg,Novartis AG,Pain,Over-the-Counter
Cefnazole,Analgesic,Ointment,835 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Clariprofen,Antiseptic,Tablet,261 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription
Dextrostatin,Antibiotic,Inhaler,457 mg,Teva Pharmaceutical Industries Ltd.,Infection,Over-the-Counter
Ibuproprofen,Antipyretic,Capsule,847 mg,Bayer AG,Wound,Over-the-Counter
Amoxiphen,Antiviral,Ointment,104 mg,"Gilead Sciences, Inc.",Virus,Prescription
Amoxinazole,Antidiabetic,Injection,152 mg,Sanofi S.A.,Fungus,Prescription
Metocillin,Antiseptic,Ointment,53 mg,"Gilead Sciences, Inc.",Diabetes,Prescription
Metomet,Antipyretic,Ointment,651 mg,AbbVie Inc.,Fungus,Prescription
Cefphen,Antipyretic,Drops,755 mg,Sanofi S.A.,Virus,Prescription
Cefmet,Antiseptic,Drops,722 mg,AbbVie Inc.,Infection,Prescription
Dolomet,Antiseptic,Injection,8 mg,Johnson & Johnson,Infection,Prescription
Ibupronazole,Antipyretic,Capsule,955 mg,Teva Pharmaceutical Industries Ltd.,Depression,Prescription
Cefcillin,Antifungal,Cream,794 mg,CSL Limited,Infection,Prescription
Metovir,Analgesic,Tablet,653 mg,AbbVie Inc.,Pain,Prescription
Cefnazole,Antidiabetic,Syrup,874 mg,Biogen Inc.,Wound,Over-the-Counter
Acetomycin,Antiseptic,Syrup,691 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter
Ibuprocillin,Analgesic,Syrup,624 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Amoximet,Antidiabetic,Cream,221 mg,Novartis AG,Depression,Over-the-Counter
Acetocillin,Antiseptic,Tablet,175 mg,AbbVie Inc.,Infection,Over-the-Counter
Cefprofen,Antifungal,Syrup,611 mg,"Merck & Co., Inc.",Infection,Prescription
Metomycin,Antifungal,Capsule,365 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Ibuprostatin,Antiviral,Drops,745 mg,Sanofi S.A.,Virus,Prescription
Ibuprocillin,Antiseptic,Capsule,341 mg,Roche Holding AG,Fever,Prescription
Cefmycin,Antiseptic,Injection,488 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter
Acetomycin,Antifungal,Drops,727 mg,Amgen Inc.,Infection,Over-the-Counter
Acetostatin,Antiviral,Inhaler,322 mg,Sanofi S.A.,Infection,Prescription
Clarimet,Antiviral,Injection,420 mg,Bayer AG,Depression,Over-the-Counter
Clariprofen,Antiseptic,Drops,664 mg,Takeda Pharmaceutical Company Limited,Infection,Over-the-Counter
Ibuprophen,Antibiotic,Inhaler,56 mg,AbbVie Inc.,Fever,Prescription
Metostatin,Antibiotic,Cream,296 mg,Novartis AG,Virus,Prescription
Amoximet,Antidiabetic,Capsule,432 mg,Novartis AG,Infection,Over-the-Counter
Clarivir,Antipyretic,Injection,597 mg,Roche Holding AG,Fungus,Prescription
Clarimycin,Analgesic,Tablet,423 mg,Novo Nordisk A/S,Fungus,Prescription
Amoxivir,Antidiabetic,Ointment,486 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter
Dextrovir,Antidepressant,Cream,317 mg,GlaxoSmithKline plc,Pain,Over-the-Counter
Acetostatin,Analgesic,Ointment,122 mg,Biogen Inc.,Diabetes,Over-the-Counter
Dextrovir,Antidepressant,Drops,713 mg,Pfizer Inc.,Virus,Over-the-Counter
Acetocillin,Antibiotic,Ointment,621 mg,Pfizer Inc.,Infection,Over-the-Counter
Ibuprovir,Antiviral,Capsule,135 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Ibupromycin,Analgesic,Tablet,451 mg,AstraZeneca plc,Depression,Prescription
Clarivir,Analgesic,Inhaler,879 mg,Sanofi S.A.,Virus,Over-the-Counter
Metophen,Analgesic,Inhaler,668 mg,Amgen Inc.,Fever,Over-the-Counter
Cefnazole,Antiseptic,Inhaler,529 mg,Novartis AG,Diabetes,Over-the-Counter
Dolophen,Antipyretic,Drops,121 mg,Eli Lilly and Company,Wound,Prescription
Ibuprovir,Antipyretic,Drops,507 mg,Amgen Inc.,Pain,Prescription
Ibupromet,Antidiabetic,Inhaler,248 mg,Biogen Inc.,Diabetes,Over-the-Counter
Claricillin,Antifungal,Injection,911 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter
Cefphen,Antiviral,Injection,939 mg,Eli Lilly and Company,Depression,Prescription
Ibuproprofen,Antibiotic,Cream,693 mg,Eli Lilly and Company,Fever,Prescription
Clarimet,Antipyretic,Drops,253 mg,"Merck & Co., Inc.",Wound,Over-the-Counter
Ibuprophen,Antifungal,Injection,663 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter
Dextrocillin,Antifungal,Drops,738 mg,"Merck & Co., Inc.",Virus,Prescription
Metoprofen,Antifungal,Drops,229 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Ibuprocillin,Antibiotic,Tablet,276 mg,Bristol-Myers Squibb Company,Fungus,Prescription
Amoxistatin,Antibiotic,Cream,432 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter
Ibupromycin,Antiseptic,Capsule,509 mg,"Merck & Co., Inc.",Infection,Over-the-Counter
Amoxivir,Antibiotic,Syrup,859 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter
Acetoprofen,Antiseptic,Ointment,88 mg,Roche Holding AG,Diabetes,Over-the-Counter
Metocillin,Analgesic,Drops,155 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Clarivir,Antibiotic,Inhaler,330 mg,"Gilead Sciences, Inc.",Diabetes,Prescription
Clarimycin,Antidepressant,Tablet,695 mg,Novo Nordisk A/S,Depression,Over-the-Counter
Amoxivir,Antifungal,Capsule,406 mg,"Merck & Co., Inc.",Depression,Prescription
Cefmet,Antiviral,Syrup,518 mg,Pfizer Inc.,Pain,Prescription
Ibuprovir,Antiseptic,Syrup,534 mg,"Merck & Co., Inc.",Infection,Prescription
Metomycin,Analgesic,Capsule,329 mg,GlaxoSmithKline plc,Virus,Prescription
Ibupromycin,Antibiotic,Capsule,333 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter
Amoximet,Antidiabetic,Tablet,316 mg,Sanofi S.A.,Pain,Over-the-Counter
Acetocillin,Antibiotic,Capsule,338 mg,Amgen Inc.,Fever,Over-the-Counter
Dolophen,Antidepressant,Tablet,233 mg,Roche Holding AG,Wound,Over-the-Counter
Acetovir,Antidepressant,Tablet,645 mg,Eli Lilly and Company,Wound,Over-the-Counter
Dolomet,Antidiabetic,Syrup,571 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription
Clarimet,Analgesic,Syrup,970 mg,CSL Limited,Fungus,Prescription
Ibuproprofen,Analgesic,Injection,872 mg,Eli Lilly and Company,Infection,Prescription
Dextrophen,Antiseptic,Cream,36 mg,Bayer AG,Infection,Prescription
Dextroprofen,Antiviral,Syrup,349 mg,Pfizer Inc.,Diabetes,Prescription
Cefstatin,Antifungal,Drops,378 mg,Bayer AG,Depression,Prescription
Amoxiprofen,Antifungal,Inhaler,772 mg,Roche Holding AG,Pain,Over-the-Counter
Metoprofen,Antifungal,Injection,212 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription
Dolovir,Analgesic,Inhaler,949 mg,Amgen Inc.,Infection,Over-the-Counter
Dextroprofen,Antidiabetic,Inhaler,33 mg,Eli Lilly and Company,Virus,Prescription
Metoprofen,Antiseptic,Injection,681 mg,Eli Lilly and Company,Pain,Prescription
Ibuprocillin,Analgesic,Injection,899 mg,Johnson & Johnson,Infection,Prescription
Dolomet,Antiseptic,Capsule,788 mg,CSL Limited,Virus,Prescription
Amoximet,Antipyretic,Tablet,605 mg,Sanofi S.A.,Fungus,Prescription
Metostatin,Antidepressant,Syrup,830 mg,Amgen Inc.,Infection,Over-the-Counter
Dolomycin,Antifungal,Ointment,881 mg,Eli Lilly and Company,Pain,Prescription
Clariphen,Analgesic,Inhaler,856 mg,Sanofi S.A.,Fever,Over-the-Counter
Clariprofen,Antiseptic,Ointment,595 mg,Novartis AG,Depression,Prescription
Acetocillin,Antidiabetic,Cream,13 mg,Johnson & Johnson,Fungus,Prescription
Dextrostatin,Antiviral,Tablet,801 mg,AstraZeneca plc,Fungus,Prescription
Cefprofen,Antifungal,Injection,728 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter
Ibuproprofen,Antiseptic,Tablet,218 mg,Roche Holding AG,Fever,Prescription
Acetomet,Antipyretic,Ointment,730 mg,Sanofi S.A.,Fungus,Prescription
Amoxistatin,Analgesic,Inhaler,534 mg,Biogen Inc.,Diabetes,Over-the-Counter
Dextrovir,Antidepressant,Ointment,750 mg,Novo Nordisk A/S,Depression,Over-the-Counter
Dextromet,Analgesic,Cream,113 mg,AstraZeneca plc,Depression,Prescription
Cefprofen,Antifungal,Ointment,45 mg,Sanofi S.A.,Wound,Prescription
Cefmycin,Antifungal,Injection,819 mg,Johnson & Johnson,Diabetes,Over-the-Counter
Dolovir,Antifungal,Capsule,898 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Amoximycin,Antibiotic,Cream,946 mg,Sanofi S.A.,Diabetes,Over-the-Counter
Metostatin,Antidepressant,Injection,607 mg,Novo Nordisk A/S,Wound,Prescription
Cefnazole,Antidiabetic,Syrup,20 mg,Pfizer Inc.,Fever,Prescription
Dolophen,Antifungal,Injection,187 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Metomycin,Antidepressant,Capsule,433 mg,CSL Limited,Fungus,Over-the-Counter
Claricillin,Antiseptic,Injection,815 mg,Amgen Inc.,Fungus,Prescription
Cefstatin,Analgesic,Drops,708 mg,Roche Holding AG,Pain,Prescription
Ibupronazole,Antibiotic,Syrup,131 mg,Bristol-Myers Squibb Company,Fever,Prescription
Claristatin,Analgesic,Syrup,67 mg,Eli Lilly and Company,Fever,Over-the-Counter
Metophen,Antidiabetic,Tablet,717 mg,CSL Limited,Wound,Over-the-Counter
Dextrocillin,Antiseptic,Injection,989 mg,Bayer AG,Fever,Over-the-Counter
Cefmet,Antiseptic,Tablet,526 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Dextronazole,Antidiabetic,Syrup,754 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Amoxicillin,Antifungal,Inhaler,969 mg,AstraZeneca plc,Fever,Prescription
Amoxinazole,Antidepressant,Inhaler,224 mg,Bayer AG,Pain,Prescription
Ibupronazole,Antidiabetic,Cream,104 mg,CSL Limited,Fungus,Over-the-Counter
Amoximet,Antidiabetic,Tablet,835 mg,GlaxoSmithKline plc,Diabetes,Over-the-Counter
Ibupronazole,Antidiabetic,Inhaler,819 mg,"Merck & Co., Inc.",Diabetes,Prescription
Dextromycin,Antifungal,Tablet,969 mg,AbbVie Inc.,Infection,Prescription
Cefstatin,Analgesic,Ointment,919 mg,AstraZeneca plc,Infection,Over-the-Counter
Metophen,Analgesic,Tablet,729 mg,Pfizer Inc.,Pain,Prescription
Ibupromycin,Antipyretic,Drops,212 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter
Dextrocillin,Antidiabetic,Tablet,648 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Acetovir,Antibiotic,Syrup,302 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter
Clarimet,Antiseptic,Injection,513 mg,Bristol-Myers Squibb Company,Fever,Prescription
Amoxiphen,Antibiotic,Drops,638 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter
Dextroprofen,Antidepressant,Cream,635 mg,Novartis AG,Pain,Prescription
Cefstatin,Antipyretic,Cream,456 mg,Novartis AG,Wound,Over-the-Counter
Metomycin,Antibiotic,Capsule,387 mg,Bayer AG,Virus,Over-the-Counter
Amoximet,Antiviral,Injection,510 mg,GlaxoSmithKline plc,Diabetes,Prescription
Ibupromet,Antiviral,Ointment,398 mg,Eli Lilly and Company,Fever,Over-the-Counter
Ibupromycin,Antibiotic,Ointment,140 mg,Pfizer Inc.,Pain,Over-the-Counter
Acetomycin,Antidepressant,Injection,919 mg,Novo Nordisk A/S,Virus,Over-the-Counter
Amoxinazole,Antidiabetic,Ointment,195 mg,AbbVie Inc.,Diabetes,Over-the-Counter
Acetomycin,Antidepressant,Ointment,365 mg,Sanofi S.A.,Fungus,Prescription
Ibupromycin,Antipyretic,Tablet,969 mg,AstraZeneca plc,Diabetes,Over-the-Counter
Metomycin,Antipyretic,Syrup,326 mg,CSL Limited,Infection,Over-the-Counter
Dextromycin,Antipyretic,Cream,222 mg,"Merck & Co., Inc.",Depression,Over-the-Counter
Dextronazole,Antidiabetic,Inhaler,606 mg,Pfizer Inc.,Virus,Over-the-Counter
Amoxivir,Antiseptic,Drops,40 mg,Novartis AG,Infection,Over-the-Counter
Dolonazole,Antidepressant,Capsule,637 mg,AstraZeneca plc,Pain,Prescription
Cefstatin,Antipyretic,Capsule,685 mg,GlaxoSmithKline plc,Fever,Prescription
Metovir,Antibiotic,Inhaler,793 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter
Dolocillin,Antiseptic,Drops,326 mg,Bayer AG,Infection,Prescription
Dextrovir,Analgesic,Injection,647 mg,Novartis AG,Diabetes,Over-the-Counter
Acetonazole,Antipyretic,Tablet,559 mg,Bayer AG,Depression,Over-the-Counter
Cefvir,Analgesic,Drops,429 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Dolovir,Antifungal,Ointment,449 mg,AstraZeneca plc,Fever,Prescription
Amoximycin,Antipyretic,Syrup,859 mg,GlaxoSmithKline plc,Wound,Prescription
Cefmycin,Antiseptic,Injection,122 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription
Metomet,Antifungal,Capsule,961 mg,"Merck & Co., Inc.",Diabetes,Prescription
Acetocillin,Antiviral,Ointment,718 mg,Eli Lilly and Company,Wound,Prescription
Cefmet,Antiseptic,Inhaler,823 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Metomet,Antiseptic,Drops,5 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter
Clariprofen,Antidiabetic,Cream,908 mg,GlaxoSmithKline plc,Infection,Over-the-Counter
Ibupronazole,Antidepressant,Syrup,271 mg,Biogen Inc.,Virus,Prescription
Acetoprofen,Antifungal,Cream,46 mg,GlaxoSmithKline plc,Diabetes,Over-the-Counter
Dextrostatin,Analgesic,Drops,647 mg,Eli Lilly and Company,Depression,Over-the-Counter
Dolomycin,Antifungal,Syrup,85 mg,Sanofi S.A.,Virus,Over-the-Counter
Dolocillin,Antipyretic,Capsule,589 mg,Pfizer Inc.,Infection,Prescription
Dextrovir,Antiviral,Capsule,747 mg,Bayer AG,Pain,Over-the-Counter
Dolophen,Antidepressant,Syrup,548 mg,Roche Holding AG,Wound,Prescription
Claricillin,Analgesic,Syrup,310 mg,Boehringer Ingelheim GmbH,Virus,Prescription
Dolovir,Antidepressant,Drops,81 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter
Cefstatin,Antiseptic,Capsule,443 mg,Novartis AG,Fungus,Prescription
Amoximycin,Antiseptic,Tablet,438 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter
Acetostatin,Antibiotic,Injection,768 mg,Eli Lilly and Company,Virus,Prescription
Metomet,Antifungal,Capsule,803 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter
Dolomycin,Analgesic,Inhaler,192 mg,AbbVie Inc.,Diabetes,Prescription
Dolonazole,Analgesic,Cream,572 mg,Amgen Inc.,Infection,Prescription
Dextrovir,Antibiotic,Ointment,450 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter
Ibuprovir,Antiseptic,Inhaler,394 mg,Johnson & Johnson,Wound,Over-the-Counter
Amoxinazole,Antidepressant,Drops,302 mg,Novartis AG,Fungus,Over-the-Counter
Amoxiprofen,Antipyretic,Injection,388 mg,Johnson & Johnson,Wound,Prescription
Clarimet,Antiseptic,Ointment,13 mg,Bayer AG,Depression,Over-the-Counter
Acetocillin,Antidepressant,Syrup,868 mg,AbbVie Inc.,Pain,Over-the-Counter
Metomet,Antipyretic,Inhaler,487 mg,AstraZeneca plc,Pain,Prescription
Acetophen,Analgesic,Syrup,640 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Ibuprovir,Analgesic,Syrup,3 mg,"Merck & Co., Inc.",Depression,Prescription
Amoximycin,Antidiabetic,Syrup,924 mg,Johnson & Johnson,Fungus,Over-the-Counter
Acetocillin,Antidepressant,Drops,25 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Ibuprostatin,Antidepressant,Cream,137 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter
Ibuprophen,Antifungal,Tablet,196 mg,CSL Limited,Infection,Over-the-Counter
Amoxinazole,Antidiabetic,Inhaler,156 mg,Roche Holding AG,Pain,Prescription
Dolocillin,Antiviral,Tablet,967 mg,Bayer AG,Virus,Prescription
Amoxivir,Antiviral,Injection,645 mg,AstraZeneca plc,Infection,Over-the-Counter
Ibupronazole,Antipyretic,Ointment,295 mg,Amgen Inc.,Depression,Over-the-Counter
Acetomycin,Antiseptic,Ointment,656 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Ibuprostatin,Antibiotic,Drops,805 mg,CSL Limited,Infection,Prescription
Amoxinazole,Antibiotic,Cream,954 mg,Johnson & Johnson,Depression,Prescription
Ibupromet,Antiseptic,Inhaler,243 mg,Novo Nordisk A/S,Infection,Over-the-Counter
Amoxiprofen,Antidepressant,Capsule,490 mg,Sanofi S.A.,Wound,Prescription
Clariprofen,Antifungal,Cream,409 mg,Roche Holding AG,Pain,Prescription
Dextroprofen,Antibiotic,Drops,709 mg,Bayer AG,Virus,Prescription
Amoxivir,Analgesic,Drops,890 mg,Pfizer Inc.,Depression,Over-the-Counter
