species,size,fragrance,height_cm
rose,medium,mild,90.88
rose,small,mild,96.63
hibiscus,large,none,166.13
rose,medium,mild,43.01
shoeblack plant,medium,mild,67.39
shoeblack plant,large,none,61.03
hibiscus,large,none,182.24
rose,small,strong,49.21
hibiscus,large,none,115.93
shoeblack plant,medium,mild,142.19
shoeblack plant,large,none,121.57
hibiscus,large,none,131.61
rose,small,mild,42.13
hibiscus,large,none,150.73
rose,small,mild,78.15
shoeblack plant,medium,none,113.91
rose,small,mild,62.52
rose,small,strong,43.46
hibiscus,large,none,100.88
rose,medium,mild,37.75
shoeblack plant,large,none,96.89
rose,medium,mild,83.62
hibiscus,large,none,178.62
rose,medium,mild,45.66
shoeblack plant,medium,none,50.97
rose,small,mild,96.14
rose,small,strong,57.05
rose,small,strong,34.26
hibiscus,large,none,149.09
shoeblack plant,medium,none,80.29
shoeblack plant,medium,none,100.63
rose,medium,strong,70.98
shoeblack plant,medium,mild,125.98
rose,small,mild,58.69
shoeblack plant,large,none,128.65
rose,medium,mild,61.44
hibiscus,large,none,154.43
shoeblack plant,large,mild,73.37
rose,small,strong,35.97
rose,medium,strong,66.47
shoeblack plant,medium,none,70.42
rose,medium,mild,63.54
hibiscus,large,none,163.46
rose,small,mild,58.14
hibiscus,large,none,164.27
hibiscus,large,none,163.46
rose,small,strong,32.88
shoeblack plant,medium,mild,76.78
hibiscus,large,none,191.28
hibiscus,large,none,192.48
hibiscus,large,none,143.86
rose,medium,mild,57.76
shoeblack plant,large,mild,117.11
rose,medium,mild,42.25
rose,small,mild,87.66
rose,small,mild,52.33
hibiscus,large,none,109.95
shoeblack plant,large,none,105.35
hibiscus,large,none,117.13
hibiscus,large,none,131.29
shoeblack plant,medium,none,78.88
rose,medium,mild,63.04
shoeblack plant,medium,mild,103.02
rose,small,strong,79.32
shoeblack plant,medium,none,147.11
hibiscus,large,none,176.87
hibiscus,large,none,181.17
hibiscus,large,none,179.1
rose,medium,mild,76.3
shoeblack plant,large,mild,62.74
hibiscus,large,none,123.89
hibiscus,large,none,113.93
rose,medium,mild,59.12
hibiscus,large,none,160.69
shoeblack plant,large,none,81.87
hibiscus,large,none,113.22
shoeblack plant,large,none,94.56
hibiscus,large,none,166.2
shoeblack plant,medium,mild,135.89
rose,medium,strong,93.82
shoeblack plant,medium,mild,129.1
rose,small,mild,90.12
shoeblack plant,medium,mild,145.33
shoeblack plant,large,none,105.59
hibiscus,large,none,183.6
hibiscus,large,none,171.59
shoeblack plant,large,mild,71.18
hibiscus,large,none,159.86
shoeblack plant,medium,mild,145.4
rose,medium,strong,80.61
shoeblack plant,large,mild,141.68
shoeblack plant,medium,none,129.5
rose,medium,strong,48.81
rose,small,strong,45.9
hibiscus,large,none,162.47
rose,small,strong,86.98
rose,small,strong,75.93
rose,medium,strong,49.19
hibiscus,large,none,165.65
shoeblack plant,medium,none,140.5
rose,small,mild,73.86
hibiscus,large,none,181.93
shoeblack plant,medium,none,102.46
hibiscus,large,none,166.45
hibiscus,large,none,173.62
rose,small,mild,92.11
shoeblack plant,large,mild,105.13
rose,medium,strong,53.31
hibiscus,large,none,157.09
rose,small,strong,39.86
shoeblack plant,medium,none,107.35
hibiscus,large,none,125.66
rose,medium,mild,52.96
shoeblack plant,large,mild,144.56
shoeblack plant,large,mild,114.42
rose,small,strong,61.34
rose,medium,mild,50.93
hibiscus,large,none,113.26
rose,small,strong,70.61
hibiscus,large,none,124.77
hibiscus,large,none,165.07
rose,small,strong,35.89
shoeblack plant,large,mild,57.26
hibiscus,large,none,183.76
shoeblack plant,medium,none,141.2
hibiscus,large,none,119.62
shoeblack plant,medium,mild,73.4
rose,small,mild,63.87
rose,medium,strong,40.56
hibiscus,large,none,182.27
shoeblack plant,medium,mild,146.18
hibiscus,large,none,181.3
hibiscus,large,none,116.8
shoeblack plant,medium,mild,126.7
rose,medium,strong,39.88
shoeblack plant,large,none,72.98
hibiscus,large,none,188.02
rose,small,strong,58.06
rose,medium,mild,53.89
shoeblack plant,large,none,66.45
shoeblack plant,large,none,144.09
shoeblack plant,medium,mild,65.88
rose,medium,mild,76.38
shoeblack plant,large,mild,109.79
rose,small,strong,33.21
rose,medium,mild,63.15
rose,medium,mild,67.86
hibiscus,large,none,123.37
hibiscus,large,none,111.62
hibiscus,large,none,173.58
hibiscus,large,none,147.97
shoeblack plant,medium,none,58.3
hibiscus,large,none,180.04
shoeblack plant,large,none,84.37
hibiscus,large,none,165.82
rose,medium,mild,69.48
hibiscus,large,none,154.91
rose,medium,strong,51.33
rose,medium,mild,94.64
rose,medium,strong,44.35
rose,small,strong,58.57
hibiscus,large,none,187.81
rose,medium,strong,69.65
shoeblack plant,medium,mild,79.94
shoeblack plant,medium,none,130.19
rose,small,strong,87.21
shoeblack plant,medium,mild,72.57
rose,small,strong,57.78
hibiscus,large,none,113.41
hibiscus,large,none,159.61
rose,small,strong,89.38
hibiscus,large,none,183.26
hibiscus,large,none,163.62
shoeblack plant,large,none,135.15
hibiscus,large,none,169.46
rose,small,strong,37.2
rose,small,strong,40.67
hibiscus,large,none,145.33
shoeblack plant,medium,none,102.92
rose,medium,strong,98.8
hibiscus,large,none,170.66
rose,small,mild,59.66
rose,small,mild,40.21
rose,medium,mild,38.2
hibiscus,large,none,119.3
rose,small,strong,66.36
rose,small,mild,60.41
rose,small,strong,30.42
shoeblack plant,medium,mild,128.48
shoeblack plant,large,mild,107.73
shoeblack plant,large,mild,79.88
shoeblack plant,medium,none,88.07
hibiscus,large,none,194.45
shoeblack plant,large,mild,83.13
shoeblack plant,medium,mild,82.9
rose,small,strong,80.92
hibiscus,large,none,197.35
shoeblack plant,medium,mild,78.47
hibiscus,large,none,106.38
hibiscus,large,none,110.72
hibiscus,large,none,118.94
shoeblack plant,large,mild,104.0
rose,small,strong,75.76
rose,small,mild,83.04
rose,small,strong,82.35
shoeblack plant,medium,none,83.79
shoeblack plant,medium,mild,53.18
shoeblack plant,medium,mild,56.5
shoeblack plant,large,none,71.82
shoeblack plant,medium,none,102.84
shoeblack plant,medium,mild,51.47
rose,small,strong,45.14
shoeblack plant,medium,mild,113.25
rose,small,mild,59.23
rose,medium,mild,36.17
rose,medium,strong,37.49
hibiscus,large,none,131.06
hibiscus,large,none,107.75
hibiscus,large,none,128.33
rose,small,mild,59.19
shoeblack plant,large,mild,127.96
hibiscus,large,none,166.75
hibiscus,large,none,127.95
shoeblack plant,large,mild,99.3
hibiscus,large,none,100.67
shoeblack plant,medium,none,77.88
hibiscus,large,none,107.61
hibiscus,large,none,151.38
hibiscus,large,none,167.26
shoeblack plant,large,mild,52.48
hibiscus,large,none,142.15
hibiscus,large,none,193.39
hibiscus,large,none,117.05
hibiscus,large,none,160.22
shoeblack plant,large,mild,77.4
shoeblack plant,large,none,65.38
shoeblack plant,medium,mild,61.54
shoeblack plant,medium,none,102.28
rose,small,mild,92.79
rose,small,strong,31.37
shoeblack plant,large,mild,92.8
shoeblack plant,medium,mild,134.4
rose,medium,mild,73.41
shoeblack plant,medium,mild,100.68
rose,medium,mild,42.17
hibiscus,large,none,187.06
hibiscus,large,none,164.64
rose,small,mild,86.53
rose,medium,strong,98.77
hibiscus,large,none,195.21
shoeblack plant,large,none,113.28
hibiscus,large,none,172.31
hibiscus,large,none,192.99
hibiscus,large,none,186.81
rose,small,strong,82.87
shoeblack plant,medium,none,82.21
hibiscus,large,none,146.52
rose,small,mild,96.91
rose,medium,mild,57.3
hibiscus,large,none,173.56
hibiscus,large,none,129.84
shoeblack plant,medium,none,125.1
shoeblack plant,medium,none,51.04
rose,medium,mild,75.02
hibiscus,large,none,185.51
shoeblack plant,large,mild,100.52
shoeblack plant,medium,none,144.0
hibiscus,large,none,182.27
rose,small,strong,75.01
shoeblack plant,large,mild,102.06
rose,medium,strong,32.7
rose,medium,mild,43.89
shoeblack plant,large,none,126.71
hibiscus,large,none,141.04
hibiscus,large,none,178.63
rose,small,strong,48.93
shoeblack plant,medium,mild,67.76
rose,medium,mild,53.63
shoeblack plant,large,none,121.43
rose,medium,strong,35.93
shoeblack plant,large,none,127.08
rose,small,strong,84.05
rose,medium,strong,95.11
hibiscus,large,none,141.91
shoeblack plant,large,mild,115.97
rose,small,mild,62.8
shoeblack plant,large,mild,93.89
rose,small,mild,31.19
rose,small,strong,55.86
hibiscus,large,none,152.77
shoeblack plant,medium,mild,149.01
hibiscus,large,none,172.54
shoeblack plant,medium,none,91.81
rose,medium,strong,45.07
hibiscus,large,none,151.76
rose,small,strong,36.71
hibiscus,large,none,125.92
hibiscus,large,none,143.84
rose,medium,strong,72.91
shoeblack plant,large,mild,104.43
rose,medium,strong,35.18
hibiscus,large,none,125.27
hibiscus,large,none,144.16
hibiscus,large,none,107.35
hibiscus,large,none,168.14
hibiscus,large,none,129.01
hibiscus,large,none,128.91
hibiscus,large,none,159.52
shoeblack plant,large,mild,98.63
rose,small,mild,63.39
shoeblack plant,medium,none,132.57
rose,medium,strong,48.14
hibiscus,large,none,198.74
shoeblack plant,medium,mild,123.22
rose,medium,mild,75.41
hibiscus,large,none,194.53
rose,small,strong,65.76
hibiscus,large,none,110.09
rose,small,mild,76.88
rose,small,strong,37.49
shoeblack plant,large,mild,99.81
hibiscus,large,none,105.02
shoeblack plant,medium,mild,81.75
hibiscus,large,none,172.55
shoeblack plant,large,none,64.31
rose,medium,mild,79.01
shoeblack plant,medium,none,50.05
rose,medium,mild,39.28
hibiscus,large,none,101.19
shoeblack plant,large,mild,96.07
hibiscus,large,none,151.43
rose,small,mild,75.36
shoeblack plant,large,mild,93.05
shoeblack plant,medium,mild,98.35
shoeblack plant,large,mild,75.54
shoeblack plant,medium,none,134.37
hibiscus,large,none,163.66
rose,medium,strong,43.86
hibiscus,large,none,171.12
rose,medium,mild,53.51
shoeblack plant,large,mild,130.88
shoeblack plant,large,mild,144.02
shoeblack plant,large,none,87.65
rose,medium,mild,35.5
hibiscus,large,none,119.99
shoeblack plant,medium,none,108.79
rose,small,mild,84.31
shoeblack plant,large,mild,127.77
shoeblack plant,large,none,118.3
hibiscus,large,none,139.73
rose,small,mild,48.42
rose,medium,mild,52.96
rose,medium,strong,99.33
shoeblack plant,medium,mild,123.54
rose,small,strong,62.36
hibiscus,large,none,100.8
hibiscus,large,none,130.64
shoeblack plant,large,none,134.06
shoeblack plant,large,mild,140.17
hibiscus,large,none,147.79
hibiscus,large,none,187.26
rose,medium,mild,93.68
rose,medium,mild,32.41
shoeblack plant,medium,mild,145.48
shoeblack plant,large,mild,109.23
shoeblack plant,large,mild,100.21
hibiscus,large,none,192.41
rose,medium,strong,93.44
shoeblack plant,large,none,148.07
hibiscus,large,none,134.02
shoeblack plant,medium,none,82.91
shoeblack plant,medium,none,52.49
rose,medium,mild,48.28
hibiscus,large,none,122.14
shoeblack plant,medium,none,147.1
rose,medium,strong,73.08
shoeblack plant,large,none,142.13
shoeblack plant,medium,none,103.03
shoeblack plant,medium,mild,144.03
hibiscus,large,none,145.72
shoeblack plant,medium,none,148.26
rose,medium,strong,97.51
shoeblack plant,large,none,62.55
rose,medium,mild,32.49
shoeblack plant,medium,none,61.48
rose,small,strong,38.14
rose,small,strong,35.33
rose,medium,mild,36.0
hibiscus,large,none,130.87
shoeblack plant,medium,none,69.06
shoeblack plant,medium,none,147.03
hibiscus,large,none,197.09
hibiscus,large,none,107.14
hibiscus,large,none,142.61
rose,small,strong,99.27
rose,small,mild,41.67
shoeblack plant,large,none,98.18
hibiscus,large,none,187.3
rose,medium,mild,73.12
shoeblack plant,large,mild,137.17
shoeblack plant,medium,none,147.01
shoeblack plant,medium,mild,71.23
shoeblack plant,medium,none,100.75
rose,small,strong,33.19
hibiscus,large,none,176.13
shoeblack plant,medium,none,113.41
hibiscus,large,none,117.6
shoeblack plant,medium,none,115.7
rose,medium,strong,32.65
shoeblack plant,large,mild,81.06
shoeblack plant,large,mild,56.91
rose,medium,strong,55.21
hibiscus,large,none,192.42
shoeblack plant,medium,none,91.35
rose,medium,strong,71.12
hibiscus,large,none,108.44
hibiscus,large,none,107.2
rose,small,mild,58.09
hibiscus,large,none,165.06
shoeblack plant,large,mild,78.18
shoeblack plant,large,none,138.35
shoeblack plant,medium,none,75.42
shoeblack plant,medium,mild,113.69
hibiscus,large,none,194.95
shoeblack plant,medium,mild,96.59
hibiscus,large,none,163.64
shoeblack plant,large,none,62.61
hibiscus,large,none,111.81
rose,small,strong,85.88
shoeblack plant,large,mild,96.8
rose,small,strong,55.04
shoeblack plant,medium,mild,116.48
shoeblack plant,medium,none,144.95
hibiscus,large,none,155.21
shoeblack plant,large,mild,92.53
rose,medium,strong,33.27
hibiscus,large,none,133.91
rose,small,mild,59.17
shoeblack plant,large,none,120.79
shoeblack plant,medium,none,132.83
shoeblack plant,medium,mild,120.08
shoeblack plant,large,none,78.36
rose,medium,mild,90.82
shoeblack plant,medium,mild,78.54
hibiscus,large,none,172.28
rose,medium,strong,68.49
rose,small,mild,47.24
hibiscus,large,none,150.65
rose,medium,mild,97.37
shoeblack plant,large,mild,52.44
rose,small,strong,32.2
shoeblack plant,large,none,102.16
hibiscus,large,none,130.35
rose,medium,strong,95.99
hibiscus,large,none,134.07
shoeblack plant,medium,mild,97.9
shoeblack plant,medium,none,142.97
shoeblack plant,medium,none,144.69
shoeblack plant,large,mild,70.37
hibiscus,large,none,183.94
rose,medium,strong,95.61
hibiscus,large,none,101.18
hibiscus,large,none,163.88
hibiscus,large,none,153.32
rose,medium,mild,45.01
hibiscus,large,none,152.1
rose,small,strong,72.68
shoeblack plant,medium,none,62.42
rose,small,strong,43.06
rose,small,strong,76.32
hibiscus,large,none,101.05
shoeblack plant,large,mild,87.35
shoeblack plant,large,mild,100.82
hibiscus,large,none,187.33
rose,small,strong,64.49
shoeblack plant,medium,mild,131.85
rose,medium,mild,84.8
shoeblack plant,large,mild,145.9
hibiscus,large,none,112.03
shoeblack plant,large,none,123.52
hibiscus,large,none,191.84
shoeblack plant,large,mild,135.03
rose,small,mild,44.28
rose,small,mild,76.59
rose,medium,mild,32.1
rose,small,strong,46.07
shoeblack plant,large,none,51.1
rose,medium,mild,57.08
rose,medium,mild,57.75
shoeblack plant,large,none,70.86
rose,medium,mild,51.25
shoeblack plant,large,mild,75.33
rose,small,mild,60.99
shoeblack plant,medium,mild,76.5
hibiscus,large,none,196.28
rose,small,mild,75.16
hibiscus,large,none,142.49
hibiscus,large,none,125.25
shoeblack plant,medium,mild,110.32
shoeblack plant,medium,mild,123.84
rose,medium,mild,44.82
hibiscus,large,none,142.96
shoeblack plant,medium,none,139.64
rose,small,mild,48.95
shoeblack plant,medium,mild,88.51
shoeblack plant,large,none,141.34
rose,medium,mild,93.6
shoeblack plant,large,none,53.37
shoeblack plant,large,none,125.81
rose,small,strong,41.28
shoeblack plant,medium,mild,70.09
shoeblack plant,medium,mild,74.84
shoeblack plant,large,none,119.15
hibiscus,large,none,183.44
hibiscus,large,none,105.68
rose,medium,mild,88.17
rose,small,mild,57.78
shoeblack plant,large,none,97.41
rose,small,mild,59.36
hibiscus,large,none,138.15
hibiscus,large,none,160.12
rose,small,strong,61.01
hibiscus,large,none,165.36
hibiscus,large,none,176.21
hibiscus,large,none,130.31
rose,medium,mild,39.84
hibiscus,large,none,113.39
hibiscus,large,none,169.2
rose,medium,strong,67.97
shoeblack plant,medium,none,132.85
shoeblack plant,medium,mild,109.55
hibiscus,large,none,125.26
shoeblack plant,medium,none,124.9
rose,small,strong,42.78
hibiscus,large,none,196.55
shoeblack plant,medium,mild,90.91
shoeblack plant,large,mild,79.05
shoeblack plant,large,mild,93.01
shoeblack plant,large,mild,120.25
hibiscus,large,none,132.61
shoeblack plant,large,none,87.38
hibiscus,large,none,171.75
hibiscus,large,none,142.94
rose,medium,strong,76.38
rose,small,strong,44.04
hibiscus,large,none,167.22
shoeblack plant,medium,mild,66.54
hibiscus,large,none,187.02
rose,medium,strong,76.93
rose,small,strong,30.58
rose,medium,strong,64.49
rose,small,strong,46.23
shoeblack plant,large,mild,149.15
hibiscus,large,none,135.91
rose,medium,strong,73.8
shoeblack plant,medium,mild,135.4
rose,small,strong,34.1
hibiscus,large,none,113.68
rose,small,strong,88.53
rose,small,strong,47.28
rose,small,strong,46.85
rose,medium,strong,92.35
rose,medium,strong,61.33
shoeblack plant,medium,none,93.05
shoeblack plant,medium,none,64.9
rose,small,strong,41.52
shoeblack plant,large,mild,65.98
hibiscus,large,none,153.32
rose,small,mild,53.75
shoeblack plant,medium,mild,110.45
hibiscus,large,none,120.03
shoeblack plant,medium,mild,126.66
shoeblack plant,medium,mild,91.98
hibiscus,large,none,162.5
rose,medium,strong,52.8
shoeblack plant,medium,mild,85.15
rose,medium,mild,92.75
rose,medium,strong,37.5
hibiscus,large,none,192.08
rose,medium,mild,75.13
rose,small,mild,91.76
hibiscus,large,none,133.34
hibiscus,large,none,125.87
hibiscus,large,none,181.8
rose,small,strong,63.59
rose,small,mild,63.14
shoeblack plant,large,none,86.39
rose,medium,strong,31.56
shoeblack plant,medium,none,122.57
shoeblack plant,medium,none,105.63
shoeblack plant,large,mild,115.57
hibiscus,large,none,146.56
rose,small,strong,38.23
shoeblack plant,large,none,62.04
shoeblack plant,large,none,125.43
rose,small,strong,89.64
hibiscus,large,none,127.08
hibiscus,large,none,187.79
rose,medium,strong,83.01
shoeblack plant,large,none,55.46
rose,medium,strong,58.75
hibiscus,large,none,177.98
shoeblack plant,large,none,141.22
rose,medium,strong,84.01
rose,small,strong,64.41
rose,medium,mild,87.93
hibiscus,large,none,142.38
shoeblack plant,medium,none,97.95
hibiscus,large,none,155.99
hibiscus,large,none,187.75
shoeblack plant,large,mild,147.16
shoeblack plant,medium,mild,65.58
hibiscus,large,none,188.85
shoeblack plant,medium,none,102.84
hibiscus,large,none,194.81
rose,medium,mild,68.99
hibiscus,large,none,148.62
hibiscus,large,none,156.16
shoeblack plant,large,mild,101.05
rose,small,mild,40.35
shoeblack plant,large,none,134.43
shoeblack plant,large,none,71.34
shoeblack plant,medium,none,136.09
hibiscus,large,none,153.17
rose,small,mild,93.65
rose,small,strong,30.91
hibiscus,large,none,125.58
shoeblack plant,medium,none,82.49
rose,medium,mild,63.31
shoeblack plant,medium,mild,118.14
shoeblack plant,medium,none,137.88
rose,medium,strong,53.75
hibiscus,large,none,140.93
hibiscus,large,none,114.33
rose,small,mild,88.99
shoeblack plant,medium,mild,89.16
