Product Name,Actual price,Discount price,Stars,Rating,Reviews,RAM (GB),Storage (GB),Display Size (inch),Camera,Description,Link
"IQOO Z7 Pro 5G (Graphite Matte, 256 GB)","₹27,999","₹23,999",4.4,"5,576 Ratings",342 Reviews,8,256,6.78,64MP + 2MP,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display64MP + 2MP | 16MP  4600 mAh BatteryDimensity 7200 5G Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/iqoo-z7-pro-5g-graphite-matte-256-gb/p/itm5f318d2e3e6d3?pid=MOBHFTYM5FMDHS6U&lid=LSTMOBHFTYM5FMDHS6UPHIUP5&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_33_770&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=c8800bfe-6971-4c20-9381-234e444b105d.MOBHFTYM5FMDHS6U.SEARCH&ppt=None&ppn=None&ssid=e3ihqiluxs0000001722741166713&qH=532c28d5412dd75b
"OPPO Reno8T 5G (Sunrise Gold, 128 GB)",NIL,"₹38,999",4.3,"17,483 Ratings","1,462 Reviews",8,128,6.7,108MP + 2MP,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display108MP + 2MP + 2MP | 32MP  4800 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 695 Processor67W SUPERVOOC TM Charger I Dual Stereo Speakers120Hz 3D Curved AMOLED Screen1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/oppo-reno8t-5g-sunrise-gold-128-gb/p/itm9ec7deac6401c?pid=MOBGHZ9HZ4AEQGFH&lid=LSTMOBGHZ9HZ4AEQGFHRXGINU&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_24_560&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=cfcc4669-f86b-463e-8598-71af0b626e3d.MOBGHZ9HZ4AEQGFH.SEARCH&ppt=None&ppn=None&ssid=sz01q5ox5s0000001722740838717&qH=532c28d5412dd75b
"POCO F6 5G (Black, 512 GB)","₹37,999","₹31,999",4.2,"1,456 Ratings",155 Reviews,12,512,6.67,8MP | 20MP  ,12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display50MP (OIS) + 8MP | 20MP  5000 mAh Battery8s Gen3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-f6-5g-black-512-gb/p/itm4b341425e7e8a?pid=MOBHYUZGAYG8QJKP&lid=LSTMOBHYUZGAYG8QJKPKU8SGJ&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_22_521&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=c48ec8ef-3b50-446c-9c01-9d98cc22aae7.MOBHYUZGAYG8QJKP.SEARCH&ppt=None&ppn=None&ssid=wpllg0m1e80000001722740819143&qH=532c28d5412dd75b
"POCO F6 5G (Black, 256 GB)","₹35,999","₹29,999",4.2,"1,456 Ratings",155 Reviews,12,256,6.67,8MP | 20MP  ,12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP (OIS) + 8MP | 20MP  5000 mAh Battery8s Gen3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-f6-5g-black-256-gb/p/itme650639fd410c?pid=MOBHYUZGWCZ7Z5M5&lid=LSTMOBHYUZGWCZ7Z5M5OSD28V&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_23_549&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=4fb6cf50-758a-4f55-8b85-3f2ab237e5bd.MOBHYUZGWCZ7Z5M5.SEARCH&ppt=None&ppn=None&ssid=kkil1pey0g0000001722740828920&qH=532c28d5412dd75b
"SAMSUNG Galaxy F14 5G (B.A.E. Purple, 128 GB)","₹18,490","₹11,990",4.2,"1,18,934 Ratings","8,467 Reviews",6,128,6.6,50MP + 2MP,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP  6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories",https://www.flipkart.com/samsung-galaxy-f14-5g-b-a-e-purple-128-gb/p/itmdc1c60aa887ff?pid=MOBGNBFNNZER2WZW&lid=LSTMOBGNBFNNZER2WZWDG8CJ0&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_22_516&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=c48ec8ef-3b50-446c-9c01-9d98cc22aae7.MOBGNBFNNZER2WZW.SEARCH&ppt=None&ppn=None&ssid=wpllg0m1e80000001722740819143&qH=532c28d5412dd75b
"Apple iPhone 15 (Green, 256 GB)","₹89,600","₹75,999",4.6,"44,793 Ratings","2,402 Reviews",NIL,256,6.1,48MP + 12MP,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP  A16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",https://www.flipkart.com/apple-iphone-15-green-256-gb/p/itmc24db2484dee9?pid=MOBGTAGPGF8HJGS7&lid=LSTMOBGTAGPGF8HJGS7FKUSRQ&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_14_313&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=dd80a18a-9f82-4bfa-960a-80db3afe9abe.MOBGTAGPGF8HJGS7.SEARCH&ppt=None&ppn=None&ssid=6mykcwd4ds0000001722740688058&qH=532c28d5412dd75b
"Apple iPhone 15 (Green, 256 GB)","₹89,600","₹75,999",4.6,"44,793 Ratings","2,402 Reviews",NIL,256,6.1,48MP + 12MP,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP  A16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",https://www.flipkart.com/apple-iphone-15-green-256-gb/p/itmc24db2484dee9?pid=MOBGTAGPGF8HJGS7&lid=LSTMOBGTAGPGF8HJGS7FKUSRQ&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_17_406&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=39ba0398-6d9e-47e0-aca4-22d45906434c.MOBGTAGPGF8HJGS7.SEARCH&ppt=None&ppn=None&ssid=zqswdpysuo0000001722740717927&qH=532c28d5412dd75b
"Nokia C22 (Charcoal, 64 GB)","₹8,999","₹5,999",3.6,327 Ratings,5 Reviews,2,64,6.5,13MP ,2 GB RAM | 64 GB ROM16.51 cm (6.5 inch) Display13MP 5000 mAh Battery1-year warranty,https://www.flipkart.com/nokia-c22-charcoal-64-gb/p/itm749e33a8ad7b6?pid=MOBGQ3XBB3XNVBBD&lid=LSTMOBGQ3XBB3XNVBBD2G03PR&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_31_733&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=88e1100d-68f2-4b6b-9db3-7da90e3ae08f.MOBGQ3XBB3XNVBBD.SEARCH&ppt=None&ppn=None&ssid=flxrr821m80000001722741112396&qH=532c28d5412dd75b
"OPPO A3 Pro 5G (Starry Black, 256 GB)","₹22,999","₹19,999",4.2,357 Ratings,17 Reviews,8,256,6.67,50MP + 2MP,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 2MP | 8MP  5100 mAh BatteryDimensity 6300 5G Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/oppo-a3-pro-5g-starry-black-256-gb/p/itmc5f69a7aac2a1?pid=MOBHFHC5C2N6CHCC&lid=LSTMOBHFHC5C2N6CHCCQZRFUA&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_20_478&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=558a2300-bac0-4cea-abc7-1ddd2671d6eb.MOBHFHC5C2N6CHCC.SEARCH&ppt=None&ppn=None&ssid=s5zkw3cwog0000001722740747103&qH=532c28d5412dd75b
"OPPO A3 Pro 5G (Starry Black, 256 GB)","₹22,999","₹19,999",4.2,357 Ratings,17 Reviews,8,256,6.67,50MP + 2MP,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 2MP | 8MP  5100 mAh BatteryDimensity 6300 5G Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/oppo-a3-pro-5g-starry-black-256-gb/p/itmc5f69a7aac2a1?pid=MOBHFHC5C2N6CHCC&lid=LSTMOBHFHC5C2N6CHCCQZRFUA&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_21_484&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=dffa470e-ee42-4e79-96f4-9f96505b1848.MOBHFHC5C2N6CHCC.SEARCH&ppt=None&ppn=None&ssid=43kbfqyus00000001722740809341&qH=532c28d5412dd75b
KARBONN K9 Yuva Keypad Mobile| 2500 mAh Battery|2MP Camera|Expandable Memory up to 32GB,"₹1,490","₹1,175",3.8,"1,647 Ratings",98 Reviews,NIL,NIL,1.8,2MP ,64 MB RAM | 32 KB ROM4.57 cm (1.8 inch) QVGA Display2MP 2502 mAh Battery1 Year Company Domestic Warranty by Company Authorized Service Center.,https://www.flipkart.com/karbonn-k9-yuva-keypad-mobile-2500-mah-battery-2mp-camera-expandable-memory-up-32gb/p/itm79f7d64aa79ee?pid=MOBG72UEM8VESGSN&lid=LSTMOBG72UEM8VESGSNHO6PSM&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_40_947&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=14d7e815-a060-4730-a0d1-33c3190d5e9a.MOBG72UEM8VESGSN.SEARCH&ppt=None&ppn=None&ssid=n756jhl5mo0000001722741257735&qH=532c28d5412dd75b
itel it5262,"₹1,599","₹1,399",3.8,117 Ratings,2 Reviews,NIL,NIL,2.4,8MP ,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) Display0.8MP 2000 mAh Battery1 Year Manufacturer Warranty,https://www.flipkart.com/itel-it5262/p/itm63f6528630ca6?pid=MOBGYA2KFXXEYVUP&lid=LSTMOBGYA2KFXXEYVUPG0WZM9&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_36_842&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=35b544fa-296e-4bde-82ef-42572dc4d1e3.MOBGYA2KFXXEYVUP.SEARCH&ppt=None&ppn=None&ssid=u3mz625qe80000001722741208071&qH=532c28d5412dd75b
itel it2175 Pro | 2 inch Big Display | 1200 mAh Battery | Kingvoice,"₹1,499","₹1,069",4.1,304 Ratings,9 Reviews,NIL,NIL,2,8MP + 0MP,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) QVGA Display0.8MP + 0MP1200 mAh BatterySC6531E Processor13 months Manufacturer Warranty,https://www.flipkart.com/itel-it2175-pro-2-inch-big-display-1200-mah-battery-kingvoice/p/itm793dbdfde4d37?pid=MOBGUTYZFFGZMBNR&lid=LSTMOBGUTYZFFGZMBNRVSR1VW&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_14_314&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=dd80a18a-9f82-4bfa-960a-80db3afe9abe.MOBGUTYZFFGZMBNR.SEARCH&ppt=None&ppn=None&ssid=6mykcwd4ds0000001722740688058&qH=532c28d5412dd75b
itel it2175 Pro | 2 inch Big Display | 1200 mAh Battery | Kingvoice,"₹1,499","₹1,069",4.1,304 Ratings,9 Reviews,NIL,NIL,2,8MP + 0MP,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) QVGA Display0.8MP + 0MP1200 mAh BatterySC6531E Processor13 months Manufacturer Warranty,https://www.flipkart.com/itel-it2175-pro-2-inch-big-display-1200-mah-battery-kingvoice/p/itm793dbdfde4d37?pid=MOBGUTYZFFGZMBNR&lid=LSTMOBGUTYZFFGZMBNRVSR1VW&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_17_405&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=39ba0398-6d9e-47e0-aca4-22d45906434c.MOBGUTYZFFGZMBNR.SEARCH&ppt=None&ppn=None&ssid=zqswdpysuo0000001722740717927&qH=532c28d5412dd75b
"Motorola Edge 40 Neo (Soothing Sea, 128 GB)","₹27,999","₹22,999",4.3,"54,292 Ratings","5,738 Reviews",8,128,6.55,50MP + 13MP,8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Full HD+ Display50MP + 13MP | 32MP  5000 mAh BatteryDimensity 7030 Processor1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/motorola-edge-40-neo-soothing-sea-128-gb/p/itmcfb87467e7d9a?pid=MOBGQFX6AG2JD2XT&lid=LSTMOBGQFX6AG2JD2XTMNTYDO&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_14_326&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=dd80a18a-9f82-4bfa-960a-80db3afe9abe.MOBGQFX6AG2JD2XT.SEARCH&ppt=None&ppn=None&ssid=6mykcwd4ds0000001722740688058&qH=532c28d5412dd75b
"Motorola Edge 40 Neo (Soothing Sea, 128 GB)","₹27,999","₹22,999",4.3,"54,292 Ratings","5,738 Reviews",8,128,6.55,50MP + 13MP,8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Full HD+ Display50MP + 13MP | 32MP  5000 mAh BatteryDimensity 7030 Processor1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/motorola-edge-40-neo-soothing-sea-128-gb/p/itmcfb87467e7d9a?pid=MOBGQFX6AG2JD2XT&lid=LSTMOBGQFX6AG2JD2XTMNTYDO&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_18_410&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=a28eb9a4-352b-49c0-be0d-5060ddb12790.MOBGQFX6AG2JD2XT.SEARCH&ppt=None&ppn=None&ssid=bk1y3d5za80000001722740727684&qH=532c28d5412dd75b
"Tecno Camon 20 (Serenity Blue, 256 GB)","₹17,999","₹12,999",4.2,450 Ratings,34 Reviews,8,256,6.67,64MP + 2MP,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display64MP + 2MP | 32MP  5000 mAh BatteryMediatek MT6769Z Helio G85 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,https://www.flipkart.com/tecno-camon-20-serenity-blue-256-gb/p/itmd4ac5488e63e8?pid=MOBGQ42TC7WXZHYC&lid=LSTMOBGQ42TC7WXZHYC75LZ5O&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_36_863&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=35b544fa-296e-4bde-82ef-42572dc4d1e3.MOBGQ42TC7WXZHYC.SEARCH&ppt=None&ppn=None&ssid=u3mz625qe80000001722741208071&qH=532c28d5412dd75b
"Tecno Camon 20 (Serenity Blue, 256 GB)","₹17,999","₹12,999",4.2,450 Ratings,34 Reviews,8,256,6.67,64MP + 2MP,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display64MP + 2MP | 32MP  5000 mAh BatteryMediatek MT6769Z Helio G85 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,https://www.flipkart.com/tecno-camon-20-serenity-blue-256-gb/p/itmd4ac5488e63e8?pid=MOBGQ42TC7WXZHYC&lid=LSTMOBGQ42TC7WXZHYC75LZ5O&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_37_871&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=941683f1-5118-45ad-af0b-b3e82674d7f8.MOBGQ42TC7WXZHYC.SEARCH&ppt=None&ppn=None&ssid=58wd99pc4w0000001722741217752&qH=532c28d5412dd75b
"POCO X6 Pro 5G (Yellow, 256 GB)","₹30,999","₹23,999",4.3,"9,934 Ratings","1,278 Reviews",8,256,6.67,64MP + 8MP,8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP  5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-x6-pro-5g-yellow-256-gb/p/itm46a0b51f57a68?pid=MOBGWMGBEVDXXEZC&lid=LSTMOBGWMGBEVDXXEZCOECW6Y&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_11_258&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=85c9e405-1856-451a-a31c-8f82590ecc12.MOBGWMGBEVDXXEZC.SEARCH&ppt=None&ppn=None&ssid=7fvyzouhwg0000001722740658298&qH=532c28d5412dd75b
"POCO X6 Pro 5G (Yellow, 512 GB)","₹32,999","₹25,999",4.3,"8,881 Ratings","1,147 Reviews",12,512,6.67,64MP + 8MP,12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP  5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-x6-pro-5g-yellow-512-gb/p/itm3754df2340fbc?pid=MOBGWMGB9QJBVPX4&lid=LSTMOBGWMGB9QJBVPX4TFEWPF&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_13_301&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=65031789-3b71-45f3-90ce-44bda83988a1.MOBGWMGB9QJBVPX4.SEARCH&ppt=None&ppn=None&ssid=qn6txjkrpc0000001722740678319&qH=532c28d5412dd75b
"POCO X6 Pro 5G (Yellow, 512 GB)","₹32,999","₹25,999",4.3,"8,881 Ratings","1,147 Reviews",12,512,6.67,64MP + 8MP,12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP  5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-x6-pro-5g-yellow-512-gb/p/itm3754df2340fbc?pid=MOBGWMGB9QJBVPX4&lid=LSTMOBGWMGB9QJBVPX4TFEWPF&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_17_391&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=39ba0398-6d9e-47e0-aca4-22d45906434c.MOBGWMGB9QJBVPX4.SEARCH&ppt=None&ppn=None&ssid=zqswdpysuo0000001722740717927&qH=532c28d5412dd75b
"SAMSUNG Galaxy S24 5G (Cobalt Violet, 512 GB)",NIL,"₹89,999",4.5,"1,055 Ratings",135 Reviews,8,512,6.2,50MP + 10MP,8 GB RAM | 512 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP  4000 mAh BatteryExynos 2400 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-s24-5g-cobalt-violet-512-gb/p/itm0d5ed926087c7?pid=MOBGX2F3V52SBYMZ&lid=LSTMOBGX2F3V52SBYMZKEWTB0&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_38_892&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=765a54b8-d439-4d77-aee5-71394f38dd08.MOBGX2F3V52SBYMZ.SEARCH&ppt=None&ppn=None&ssid=dx7tveavpc0000001722741238501&qH=532c28d5412dd75b
"LAVA Hero Glow DS Keypad Mobile, FM Radio, Call Recording,Expandable Upto 32 GB","₹1,199",₹949,4.1,497 Ratings,28 Reviews,NIL,NIL,1.8,,4 MB RAM | 3 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) QVGA Display620 mAh Battery06 Months manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,https://www.flipkart.com/lava-hero-glow-ds-keypad-mobile-fm-radio-call-recording-expandable-upto-32-gb/p/itm02eab5c1ef42f?pid=MOBGVY8DJ9PDBQNG&lid=LSTMOBGVY8DJ9PDBQNGPFMAOV&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_25_597&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=33a4752a-33a1-4e4e-817c-4653a0d92043.MOBGVY8DJ9PDBQNG.SEARCH&ppt=None&ppn=None&ssid=976xzgum740000001722740906974&qH=532c28d5412dd75b
"vivo Y200e 5G (Saffron Delight, 128 GB)","₹23,999","₹19,999",4.2,267 Ratings,13 Reviews,6,128,6.67,50MP + 2MP,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP  5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/vivo-y200e-5g-saffron-delight-128-gb/p/itmc14e227de274a?pid=MOBGXWT8YHZGFQST&lid=LSTMOBGXWT8YHZGFQST7YNO3J&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_30_718&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=2a66ee67-0b7c-4197-9981-e46b833d24ef.MOBGXWT8YHZGFQST.SEARCH&ppt=None&ppn=None&ssid=n1ntymupcw0000001722740880539&qH=532c28d5412dd75b
"vivo Y200e 5G (Saffron Delight, 128 GB)","₹23,999","₹19,999",4.2,267 Ratings,13 Reviews,6,128,6.67,50MP + 2MP,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP  5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/vivo-y200e-5g-saffron-delight-128-gb/p/itmc14e227de274a?pid=MOBGXWT8YHZGFQST&lid=LSTMOBGXWT8YHZGFQST7YNO3J&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_31_735&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=88e1100d-68f2-4b6b-9db3-7da90e3ae08f.MOBGXWT8YHZGFQST.SEARCH&ppt=None&ppn=None&ssid=flxrr821m80000001722741112396&qH=532c28d5412dd75b
"vivo Y200e 5G (Saffron Delight, 128 GB)","₹25,999","₹20,999",4.3,687 Ratings,36 Reviews,8,128,6.67,50MP + 2MP,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP  5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/vivo-y200e-5g-saffron-delight-128-gb/p/itmc14e227de274a?pid=MOBGXWT9FHNA7H9B&lid=LSTMOBGXWT9FHNA7H9BTZFHWW&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_31_744&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=88e1100d-68f2-4b6b-9db3-7da90e3ae08f.MOBGXWT9FHNA7H9B.SEARCH&ppt=None&ppn=None&ssid=flxrr821m80000001722741112396&qH=532c28d5412dd75b
"realme C61 (Safari Green, 128 GB)","₹10,999","₹8,999",4.4,"1,046 Ratings",27 Reviews,6,128,6.745,32MP ,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display32MP  | 5MP  5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/realme-c61-safari-green-128-gb/p/itmd6ddbcefce040?pid=MOBHFRKRAVXUKDGX&lid=LSTMOBHFRKRAVXUKDGX3LF6Z6&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_5_116&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=57a635fa-f222-4ecc-abf7-020be5f069bd.MOBHFRKRAVXUKDGX.SEARCH&ppt=None&ppn=None&ssid=f6kx6x1kds0000001722740559302&qH=532c28d5412dd75b
"realme C61 (Safari Green, 64 GB)","₹8,999","₹7,699",4.4,380 Ratings,12 Reviews,4,64,6.745,32MP ,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display32MP  | 5MP  5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/realme-c61-safari-green-64-gb/p/itmd6ddbcefce040?pid=MOBHFRKRF6ZHBFTW&lid=LSTMOBHFRKRF6ZHBFTW09ES8B&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_155&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=b13a7f2f-baa5-4eef-bddf-f36e83d99894.MOBHFRKRF6ZHBFTW.SEARCH&ppt=None&ppn=None&ssid=70sb7vkybk0000001722740569300&qH=532c28d5412dd75b
