id,name,now_cost,position,team,points_per_game,clean_sheets_per_90,red_cards,saves,own_goals,expected_goal_involvements_per_90,expected_assists,form_rank_type,influence_rank_type,expected_goal_involvements,now_cost_rank_type,expected_goals_conceded,expected_assists_per_90,penalties_saved,influence_rank,selected_rank_type,yellow_cards,goals_scored,creativity_rank,value_season,expected_goals,points_per_game_rank,web_name,goals_conceded_per_90,ict_index_rank,bps,ict_index_rank_type,corners_and_indirect_freekicks_order,form_rank,clean_sheets,ep_next,direct_freekicks_order,penalties_missed,selected_by_percent,influence,threat_rank_type,threat,creativity,saves_per_90,status,total_points,starts,minutes,ict_index,threat_rank,expected_goals_per_90,news,goals_conceded,news_added,chance_of_playing_next_round,creativity_rank_type,assists,now_cost_rank,bonus,starts_per_90,points_per_game_rank_type,selected_rank,penalties_order,expected_goals_conceded_per_90
436,Murillo Santiago Costa dos Santos,45,DEF,Nott'm Forest,1.8,0.1,0,0,1,0.08,0.64,151,17,2.42,141,42.99,0.02,0,58,64,5,0,243,12.9,1.78,298,Murillo,1.81,149,451,38,,268,3,1.9,,0,1.1,678.4,42,164.0,115.0,0.0,a,58,32,2790,95.8,174,0.06,,56,,,76,2,498,1,1.03,104,172,,1.39
437,Neco Williams,45,DEF,Nott'm Forest,1.5,0.06,0,0,0,0.13,1.54,104,60,2.28,94,23.05,0.09,0,170,105,4,0,183,8.7,0.74,334,N.Williams,1.82,199,224,59,4.0,156,1,1.9,3.0,0,0.4,393.4,53,139.0,195.2,0.0,a,39,18,1630,72.8,194,0.04,,33,,,47,1,386,2,0.99,114,282,,1.27
438,Omar Richards,45,DEF,Nott'm Forest,0.0,0.0,0,0,0,0.0,0.00,97,179,0.00,87,0.00,0.0,0,476,180,0,0,472,0.0,0.00,478,O.Richards,0.0,479,0,179,,147,0,1.9,,0,0.1,0.0,179,0.0,0.0,0.0,a,0,0,0,0.0,456,0.0,,0,,,179,0,377,0,0.0,178,447,,0.0
439,Lewis O'Brien,50,MID,Nott'm Forest,0.0,0.0,0,0,0,0.0,0.00,114,229,0.00,155,0.00,0.0,0,534,249,0,0,533,0.0,0.00,534,O'Brien,0.0,535,0,229,,352,0,1.5,,0,0.0,0.0,229,0.0,0.0,0.0,a,0,0,0,0.0,531,0.0,,0,,,229,0,243,0,0.0,229,566,,0.0
440,Andrew Omobamidele,45,DEF,Nott'm Forest,1.0,0.0,0,0,1,0.02,0.02,137,109,0.16,127,11.77,0.0,0,300,184,2,0,328,2.4,0.14,368,Omobamidele,1.73,335,94,118,,214,0,1.9,,0,0.1,148.6,124,16.0,25.1,0.0,a,11,8,782,18.9,333,0.02,,15,,,121,0,444,0,0.92,128,455,,1.35
441,Jonathan Panzo,40,DEF,Nott'm Forest,0.0,0.0,0,0,0,0.0,0.00,18,148,0.00,159,0.00,0.0,0,423,188,0,0,413,0.0,0.00,425,Panzo,0.0,426,0,148,,31,0,0.0,,0,0.0,0.0,146,0.0,0.0,0.0,u,0,0,0,0.0,387,0.0,On a season long loan to Rio Ave,0,2024-07-18T09:44:17.568948Z,0.0,148,0,532,0,0.0,147,549,,0.0
442,Ibrahim Sangaré,45,MID,Nott'm Forest,1.5,0.35,0,0,0,0.09,0.40,6,125,1.07,203,14.75,0.03,0,291,48,6,0,246,5.6,0.67,333,Sangaré,1.4,302,89,137,,151,4,1.0,,0,1.5,168.8,153,43.0,112.9,0.0,a,25,13,1031,32.5,293,0.06,,16,,,139,0,381,0,1.13,149,148,,1.29
443,Matz Sels,45,GKP,Nott'm Forest,2.1,0.06,0,37,0,0.01,0.09,34,24,0.09,18,20.50,0.01,0,228,24,1,0,351,7.6,0.00,256,Sels,1.69,306,206,24,,96,1,2.2,,0,1.2,293.2,35,0.0,10.0,2.31,a,34,16,1440,30.3,435,0.0,,27,,,10,0,326,1,1.0,32,167,,1.28
444,Harry Toffolo,45,DEF,Nott'm Forest,2.3,0.12,0,0,0,0.14,1.14,75,67,2.24,65,23.83,0.07,0,188,168,3,1,142,11.6,1.10,228,Toffolo,1.8,182,263,50,,116,2,1.9,,0,0.2,355.0,38,171.0,268.4,0.0,a,52,15,1452,79.3,168,0.07,,29,,,32,3,346,3,0.93,72,422,,1.48
445,Matt Turner,40,GKP,Nott'm Forest,2.5,0.12,0,55,0,0.0,0.00,16,21,0.00,53,25.43,0.0,0,176,1,2,0,420,10.2,0.00,197,Turner,1.65,287,278,21,,39,2,1.0,,0,24.6,379.6,17,0.0,0.0,3.24,a,41,17,1530,37.9,394,0.0,,28,,,33,0,540,0,1.0,26,12,,1.5
446,Hwang Ui-jo,45,FWD,Nott'm Forest,0.0,0.0,0,0,0,0.0,0.00,2,47,0.00,61,0.00,0.0,0,474,24,0,0,470,0.0,0.00,476,Ui-jo,0.0,477,0,49,,145,0,1.0,,0,1.6,0.0,49,0.0,0.0,0.0,a,0,0,0,0.0,454,0.0,,0,,,49,0,375,0,0.0,49,138,,0.0
447,Chris Wood,60,FWD,Nott'm Forest,4.2,0.1,0,0,0,0.64,0.92,43,12,12.63,19,27.19,0.05,0,84,15,0,14,136,21.8,11.71,36,Wood,1.7,57,456,13,,490,2,2.0,,0,4.3,598.2,13,795.0,281.1,0.0,a,131,20,1801,167.4,24,0.59,,34,,,18,1,69,22,1.0,9,86,,1.36
448,Joe Worrall,45,DEF,Nott'm Forest,1.9,0.21,1,0,0,0.08,0.31,99,122,0.41,89,9.01,0.06,0,328,183,0,0,333,2.9,0.10,287,Worrall,1.85,351,74,125,,149,1,1.9,,0,0.1,90.0,122,18.0,22.1,0.0,a,13,5,438,13.0,329,0.02,,9,,,124,0,379,3,1.03,98,453,,1.85
449,Ryan Yates,50,MID,Nott'm Forest,1.7,0.05,0,0,0,0.16,0.59,98,87,3.37,139,31.96,0.03,0,207,210,6,1,227,11.8,2.78,316,Yates,1.73,202,235,103,,328,1,1.5,,0,0.1,330.4,81,258.0,133.8,0.0,a,59,21,1979,72.1,123,0.13,,38,,,130,1,219,1,0.96,138,522,,1.45
573,Nikola Milenković,45,DEF,Nott'm Forest,0.0,0.0,0,0,0,0.0,0.00,116,184,0.00,106,0.00,0.0,0,482,138,0,0,479,0.0,0.00,484,Milenković,0.0,485,0,184,,170,0,1.9,,0,0.2,0.0,184,0.0,0.0,0.0,a,0,0,0,0.0,464,0.0,,0,,,184,0,400,0,0.0,183,363,,0.0
450,Carlos Alcaraz Durán,50,MID,Southampton,0.0,0.0,0,0,0,0.0,0.00,145,236,0.00,186,0.00,0.0,0,546,126,0,0,545,0.0,0.00,546,Alcaraz,0.0,547,0,236,,402,0,0.5,,0,0.2,0.0,236,0.0,0.0,0.0,a,0,0,0,0.0,543,0.0,,0,,,236,0,293,0,0.0,236,390,2.0,0.0
451,Samuel Amo-Ameyaw,45,MID,Southampton,0.0,0.0,0,0,0,0.0,0.00,36,205,0.00,233,0.00,0.0,0,505,152,0,0,504,0.0,0.00,507,Amo-Ameyaw,0.0,508,0,206,,240,0,0.0,,0,0.1,0.0,202,0.0,0.0,0.0,a,0,0,0,0.0,495,0.0,,0,,,206,0,470,0,0.0,206,454,,0.0
452,Joe Aribo,50,MID,Southampton,0.0,0.0,0,0,0,0.0,0.00,89,223,0.00,130,0.00,0.0,0,527,176,0,0,526,0.0,0.00,527,Aribo,0.0,528,0,223,,316,0,0.5,,0,0.1,0.0,223,0.0,0.0,0.0,a,0,0,0,0.0,523,0.0,,0,,,223,0,207,0,0.0,223,487,,0.0
453,Adam Armstrong,55,FWD,Southampton,0.0,0.0,0,0,0,0.0,0.00,31,60,0.00,31,0.00,0.0,0,555,16,0,0,555,0.0,0.00,554,Armstrong,0.0,555,0,60,,441,0,0.7,,0,4.0,0.0,60,0.0,0.0,0.0,a,0,0,0,0.0,555,0.0,,0,,,60,0,114,0,0.0,60,93,1.0,0.0
454,Gavin Bazunu,45,GKP,Southampton,0.0,0.0,0,0,0,0.0,0.00,49,61,0.00,33,0.00,0.0,0,494,35,0,0,492,0.0,0.00,496,Bazunu,0.0,497,0,61,,205,0,1.2,,0,0.6,0.0,50,0.0,0.0,0.0,a,0,0,0,0.0,478,0.0,,0,,,56,0,435,0,0.0,61,236,,0.0
455,Jan Bednarek,40,DEF,Southampton,0.0,0.0,0,0,0,0.0,0.00,11,142,0.00,152,0.00,0.0,0,414,53,0,0,404,0.0,0.00,416,Bednarek,0.0,417,0,142,,21,0,0.0,,0,1.6,0.0,140,0.0,0.0,0.0,a,0,0,0,0.0,378,0.0,,0,,,142,0,522,0,0.0,141,142,,0.0
456,Armel Bella-Kotchap,40,DEF,Southampton,0.0,0.0,0,0,0,0.0,0.00,36,162,0.00,177,0.00,0.0,0,446,94,0,0,437,0.0,0.00,447,Bella-Kotchap,0.0,449,0,162,,59,0,0.0,,0,0.5,0.0,161,0.0,0.0,0.0,a,0,0,0,0.0,412,0.0,,0,,,162,0,560,0,0.0,160,252,,0.0
457,James Bree,40,DEF,Southampton,0.0,0.0,0,0,0,0.0,0.00,13,144,0.00,154,0.00,0.0,0,417,151,0,0,407,0.0,0.00,419,Bree,0.0,420,0,144,3.0,24,0,0.0,,0,0.2,0.0,142,0.0,0.0,0.0,a,0,0,0,0.0,381,0.0,,0,,,144,0,525,0,0.0,143,387,,0.0
458,Shea Charles,45,MID,Southampton,0.0,0.0,0,0,0,0.0,0.00,21,200,0.00,218,0.00,0.0,0,497,172,0,0,496,0.0,0.00,499,Charles,0.0,500,0,201,,211,0,0.0,,0,0.1,0.0,194,0.0,0.0,0.0,a,0,0,0,0.0,483,0.0,,0,,,201,0,441,0,0.0,201,482,,0.0
459,Samuel Edozie,50,MID,Southampton,0.0,0.0,0,0,0,0.0,0.00,141,234,0.00,182,0.00,0.0,0,543,209,0,0,542,0.0,0.00,543,Edozie,0.0,544,0,234,,395,0,0.5,,0,0.1,0.0,234,0.0,0.0,0.0,a,0,0,0,0.0,540,0.0,,0,,,234,0,286,0,0.0,234,521,,0.0
460,Ronnie Edwards,40,DEF,Southampton,0.0,0.0,0,0,0,0.0,0.00,38,164,0.00,179,0.00,0.0,0,450,144,0,0,441,0.0,0.00,451,Edwards,0.0,453,0,164,,63,0,0.0,,0,0.2,0.0,163,0.0,0.0,0.0,a,0,0,0,0.0,416,0.0,,0,,,164,0,564,0,0.0,162,373,,0.0
461,Taylor Harwood-Bellis,40,DEF,Southampton,0.0,0.0,0,0,0,0.0,0.00,27,155,0.00,168,0.00,0.0,0,432,9,0,0,423,0.0,0.00,434,Harwood-Bellis,0.0,435,0,155,,43,0,0.0,,0,14.6,0.0,153,0.0,0.0,0.0,a,0,0,0,0.0,397,0.0,,0,,,155,0,544,0,0.0,154,23,,0.0
462,Kamaldeen Sulemana,50,MID,Southampton,0.0,0.0,0,0,0,0.0,0.00,147,237,0.00,188,0.00,0.0,0,547,215,0,0,546,0.0,0.00,547,Kamaldeen,0.0,548,0,237,,404,0,0.5,,0,0.1,0.0,237,0.0,0.0,0.0,a,0,0,0,0.0,544,0.0,,0,,,237,0,295,0,0.0,237,530,,0.0
463,Adam Lallana,50,MID,Southampton,1.2,0.21,0,0,0,0.26,1.60,60,145,2.43,101,12.13,0.17,0,334,160,2,0,154,6.0,0.83,352,Lallana,1.39,265,95,125,,274,2,0.5,,0,0.1,83.0,113,130.0,248.7,0.0,a,30,13,839,45.8,206,0.09,,13,,,100,1,165,0,1.39,159,465,,1.3
464,Juan Larios López,40,DEF,Southampton,0.0,0.0,0,0,0,0.0,0.00,42,167,0.00,183,0.00,0.0,0,454,161,0,0,445,0.0,0.00,455,Larios,0.0,457,0,167,,68,0,0.0,,0,0.2,0.0,166,0.0,0.0,0.0,a,0,0,0,0.0,420,0.0,,0,,,167,0,569,0,0.0,165,407,,0.0
465,Mateusz Lis,40,GKP,Southampton,0.0,0.0,0,0,0,0.0,0.00,12,42,0.00,49,0.00,0.0,0,421,50,0,0,411,0.0,0.00,423,Lis,0.0,424,0,42,,29,0,0.0,,0,0.3,0.0,13,0.0,0.0,0.0,a,0,0,0,0.0,385,0.0,,0,,,29,0,530,0,0.0,42,342,,0.0
466,Joe Lumley,40,GKP,Southampton,0.0,0.0,0,0,0,0.0,0.00,9,40,0.00,46,0.00,0.0,0,413,57,0,0,402,0.0,0.00,415,Lumley,0.0,416,0,40,,18,0,0.0,,0,0.2,0.0,10,0.0,0.0,0.0,a,0,0,0,0.0,375,0.0,,0,,,26,0,519,0,0.0,40,386,,0.0
467,Ryan Manning,45,DEF,Southampton,0.0,0.0,0,0,0,0.0,0.00,98,180,0.00,88,0.00,0.0,0,477,175,0,0,473,0.0,0.00,479,Manning,0.0,480,0,180,1.0,148,0,0.9,,0,0.2,0.0,180,0.0,0.0,0.0,a,0,0,0,0.0,457,0.0,,0,,,180,0,378,0,0.0,179,436,,0.0
468,Sékou Mara,50,FWD,Southampton,0.0,0.0,0,0,0,0.0,0.00,20,55,0.00,53,0.00,0.0,0,541,57,0,0,540,0.0,0.00,541,Mara,0.0,542,0,56,,384,0,0.4,,0,0.2,0.0,56,0.0,0.0,0.0,a,0,0,0,0.0,538,0.0,,0,,,56,0,275,0,0.0,56,427,,0.0
469,Alex McCarthy,45,GKP,Southampton,0.0,0.0,0,0,0,0.0,0.00,29,57,0.00,13,0.00,0.0,0,462,47,0,0,453,0.0,0.00,463,McCarthy,0.0,465,0,57,,86,0,1.2,,0,0.3,0.0,30,0.0,0.0,0.0,a,0,0,0,0.0,430,0.0,,0,,,45,0,316,0,0.0,57,318,,0.0
470,Paul Onuachu,50,FWD,Southampton,0.0,0.0,0,0,0,0.0,0.00,12,51,0.00,45,0.00,0.0,0,523,59,0,0,521,0.0,0.00,523,Onuachu,0.0,524,0,52,,294,0,0.4,,0,0.1,0.0,52,0.0,0.0,0.0,a,0,0,0,0.0,518,0.0,,0,,,52,0,185,0,0.0,52,446,,0.0
471,Will Smallbone,50,MID,Southampton,0.0,0.0,0,0,0,0.0,0.00,102,225,0.00,143,0.00,0.0,0,529,167,0,0,528,0.0,0.00,529,Smallbone,0.0,530,0,225,2.0,334,0,0.5,1.0,0,0.1,0.0,225,0.0,0.0,0.0,a,0,0,0,0.0,526,0.0,,0,,,225,0,225,0,0.0,225,476,,0.0
472,Jack Stephens,40,DEF,Southampton,0.0,0.0,0,0,0,0.0,0.00,2,136,0.00,143,0.00,0.0,0,404,127,0,0,393,0.0,0.00,406,Stephens,0.0,407,0,136,,7,0,0.0,,0,0.3,0.0,133,0.0,0.0,0.0,a,0,0,0,0.0,366,0.0,,0,,,136,0,508,0,0.0,135,328,,0.0
473,Ross Stewart,45,FWD,Southampton,0.0,0.0,0,0,0,0.0,0.00,3,48,0.00,62,0.00,0.0,0,483,25,0,0,481,0.0,0.00,485,Stewart,0.0,486,0,50,,172,0,0.0,,0,1.5,0.0,50,0.0,0.0,0.0,a,0,0,0,0.0,466,0.0,,0,,,50,0,402,0,0.0,50,147,,0.0
474,Sugawara Yukinari,45,DEF,Southampton,0.0,0.0,0,0,0,0.0,0.00,105,181,0.00,95,0.00,0.0,0,478,132,0,0,474,0.0,0.00,480,Sugawara,0.0,481,0,181,,157,0,0.9,,0,0.3,0.0,181,0.0,0.0,0.0,a,0,0,0,0.0,459,0.0,,0,,,181,0,387,0,0.0,180,351,,0.0
475,Charlie Taylor,40,DEF,Southampton,1.7,0.08,0,0,0,0.07,1.66,5,57,1.91,146,43.78,0.06,0,167,27,8,1,139,11.8,0.25,307,Taylor,1.78,198,347,58,,11,2,0.0,,0,5.2,395.6,93,59.0,275.7,0.0,a,47,25,2329,73.3,274,0.01,,46,,,30,1,512,1,0.97,106,76,,1.69
476,Kyle Walker-Peters,45,DEF,Southampton,0.0,0.0,0,0,0,0.0,0.00,79,176,0.00,69,0.00,0.0,0,471,73,0,0,466,0.0,0.00,473,Walker-Peters,0.0,474,0,176,,125,0,0.9,,0,0.7,0.0,176,0.0,0.0,0.0,a,0,0,0,0.0,449,0.0,,0,,,176,0,355,0,0.0,175,204,,0.0
477,Nathan Wood-Gordon,40,DEF,Southampton,0.0,0.0,0,0,0,0.0,0.00,26,154,0.00,167,0.00,0.0,0,431,65,0,0,422,0.0,0.00,433,Wood,0.0,434,0,154,,42,0,0.0,,0,1.1,0.0,152,0.0,0.0,0.0,a,0,0,0,0.0,396,0.0,,0,,,154,0,543,0,0.0,153,175,,0.0
518,Flynn Downes,50,MID,Southampton,0.0,0.0,0,0,0,0.0,0.00,106,226,0.00,147,0.00,0.0,0,530,159,0,0,529,0.0,0.00,530,Downes,0.0,531,0,226,,339,0,0.5,,0,0.1,0.0,226,0.0,0.0,0.0,a,0,0,0,0.0,527,0.0,,0,,,226,0,230,0,0.0,226,464,,0.0
478,Ashley Phillips,40,DEF,Spurs,0.0,0.0,0,0,0,0.0,0.00,46,169,0.00,187,0.00,0.0,0,456,99,0,0,447,0.0,0.00,457,A.Phillips,0.0,459,0,169,,72,0,1.5,,0,0.5,0.0,169,0.0,0.0,0.0,a,0,0,0,0.0,423,0.0,,0,,,169,0,573,0,0.0,167,263,,0.0
479,Brandon Austin,40,GKP,Spurs,0.0,0.0,0,0,0,0.0,0.00,14,44,0.00,51,0.00,0.0,0,424,42,0,0,414,0.0,0.00,426,Austin,0.0,427,0,44,,32,0,1.5,,0,0.4,0.0,15,0.0,0.0,0.0,a,0,0,0,0.0,388,0.0,,0,,,31,0,533,0,0.0,44,309,,0.0
480,Rodrigo Bentancur,50,MID,Spurs,1.4,0.09,0,0,0,0.27,1.05,95,116,3.06,136,19.98,0.09,0,276,106,7,1,197,6.4,2.01,342,Bentancur,2.26,246,153,118,,323,1,2.0,,0,0.3,193.0,101,156.0,174.9,0.0,a,32,13,997,52.1,179,0.18,,25,,,121,1,214,0,1.17,153,332,,1.8
481,Lucas Bergvall,45,MID,Spurs,0.0,0.0,0,0,0,0.0,0.00,56,216,0.00,253,0.00,0.0,0,519,68,0,0,516,0.0,0.00,519,Bergvall,0.0,520,0,216,,266,0,1.5,,0,0.7,0.0,215,0.0,0.0,0.0,a,0,0,0,0.0,510,0.0,,0,,,216,0,496,0,0.0,216,209,,0.0
482,Yves Bissouma,50,MID,Spurs,1.6,0.3,2,0,0,0.12,1.67,109,72,2.85,150,41.30,0.07,0,163,111,8,0,137,8.8,1.18,330,Bissouma,1.52,174,315,90,,346,7,2.0,4.0,0,0.3,403.0,106,140.0,279.4,0.0,a,44,26,2070,82.3,192,0.05,,35,,,90,0,237,0,1.13,146,341,,1.8
483,Bryan Gil Salvatierra,50,MID,Spurs,1.1,0.0,0,0,0,0.41,0.24,122,164,0.91,163,7.19,0.11,0,365,243,0,0,281,2.4,0.67,359,Bryan,4.95,343,41,156,,366,0,2.0,,0,0.0,28.6,142,59.0,70.1,0.0,a,12,2,200,15.9,275,0.3,,11,,,152,0,257,0,0.9,164,560,,3.24
484,Ben Davies,45,DEF,Spurs,2.0,0.08,0,0,0,0.24,0.57,76,85,2.91,66,22.43,0.05,0,227,142,2,1,274,7.6,2.34,271,Davies,1.74,249,216,82,,117,1,2.4,,0,0.2,294.8,59,124.0,81.0,0.0,a,34,12,1085,50.3,212,0.19,,21,,,94,2,347,0,1.0,93,371,,1.86
485,Alfie Devine,45,MID,Spurs,0.0,0.0,0,0,0,0.0,0.00,32,204,0.00,229,0.00,0.0,0,504,163,0,0,503,0.0,0.00,506,Devine,0.0,507,0,205,,236,0,1.5,,0,0.1,0.0,200,0.0,0.0,0.0,a,0,0,0,0.0,493,0.0,,0,,,205,0,466,0,0.0,205,470,,0.0
486,Radu Drăgușin,45,DEF,Spurs,1.6,0.21,0,0,0,0.03,0.01,146,121,0.15,136,8.20,0.0,0,324,116,1,0,356,3.1,0.14,326,Dragusin,1.49,357,82,128,,234,1,2.4,,0,0.4,95.4,126,6.0,7.4,0.0,a,14,4,424,11.0,343,0.03,,7,,,130,0,464,0,0.85,113,305,,1.74
487,Emerson Leite de Souza Junior,45,DEF,Spurs,1.2,0.0,0,0,0,0.09,0.86,125,79,1.08,115,28.71,0.07,0,215,145,4,1,239,6.0,0.22,349,E.Royal,2.42,251,233,84,,183,0,2.4,,0,0.2,316.0,94,55.0,119.5,0.0,a,27,11,1152,49.4,278,0.02,,31,,,74,0,413,4,0.86,121,374,,2.24
488,Fraser Forster,45,GKP,Spurs,0.0,0.0,0,0,0,0.0,0.00,27,56,0.00,11,0.00,0.0,0,461,44,0,0,452,0.0,0.00,462,Forster,0.0,464,0,56,,79,0,2.7,,0,0.3,0.0,28,0.0,0.0,0.0,a,0,0,0,0.0,428,0.0,,0,,,44,0,309,0,0.0,56,312,,0.0
489,Archie Gray,50,MID,Spurs,0.0,0.0,0,0,0,0.0,0.00,153,238,0.00,194,0.00,0.0,0,548,91,0,0,547,0.0,0.00,548,Gray,0.0,549,0,238,,411,0,2.0,,0,0.4,0.0,238,0.0,0.0,0.0,a,0,0,0,0.0,545,0.0,,0,,,238,0,302,0,0.0,238,278,,0.0
490,Pierre-Emile Højbjerg,50,MID,Spurs,1.1,0.07,0,0,1,0.16,1.57,71,95,2.24,112,26.52,0.11,0,233,166,4,0,175,7.8,0.68,356,Højbjerg,1.96,223,239,111,,293,1,0.0,3.0,0,0.1,282.2,122,108.0,205.8,0.0,u,39,8,1289,59.7,228,0.05,On loan to Marseille for the season,28,2024-07-23T11:58:08.802970Z,0.0,110,0,184,0,0.56,162,475,,1.85
491,Brennan Johnson,65,MID,Spurs,3.7,0.19,0,0,0,0.57,4.30,224,35,14.65,36,43.97,0.17,0,94,40,3,5,43,20.2,10.36,66,Johnson,1.63,39,397,28,,528,5,2.8,,0,1.9,554.4,13,782.0,624.3,0.0,a,131,26,2317,196.3,26,0.4,,42,,,38,12,55,9,1.01,33,130,,1.71
492,Dejan Kulusevski,65,MID,Spurs,3.6,0.26,0,0,0,0.37,6.37,231,21,11.31,43,49.32,0.21,0,54,54,7,8,16,20.0,4.95,73,Kulusevski,1.5,14,463,10,3.0,536,8,2.8,,0,1.1,698.8,9,953.0,950.4,0.0,a,130,31,2759,260.1,17,0.16,,46,,,13,3,63,14,1.01,36,171,,1.61
493,Giovani Lo Celso,50,MID,Spurs,2.1,0.18,0,0,0,0.43,1.79,94,109,2.33,135,12.46,0.33,0,261,168,2,2,145,9.4,0.54,266,Lo Celso,2.2,222,189,110,,321,1,2.0,,0,0.1,225.8,121,110.0,262.8,0.0,a,47,4,491,60.0,226,0.1,,12,,,93,2,212,6,0.73,109,478,,2.28
494,James Maddison,75,MID,Spurs,4.2,0.29,0,0,0,0.54,6.21,243,26,12.74,9,32.54,0.26,0,74,23,5,4,14,15.6,6.53,41,Maddison,1.31,27,495,19,1.0,557,7,3.1,2.0,0,6.0,630.4,30,605.0,979.5,0.0,a,117,26,2137,221.4,50,0.28,,31,,,11,11,15,9,1.09,23,67,2.0,1.37
495,Pedro Porro,55,DEF,Spurs,3.9,0.2,0,0,0,0.27,6.18,182,6,9.10,16,58.42,0.18,0,31,3,3,3,23,24.7,2.92,51,Pedro Porro,1.57,33,720,1,4.0,470,7,3.3,1.0,0,24.5,839.0,6,365.0,877.4,0.0,a,136,35,3090,208.5,95,0.09,,54,,,4,8,143,20,1.02,9,13,,1.7
496,Sergio Reguilón,45,DEF,Spurs,3.0,0.3,1,0,0,0.23,2.83,92,61,3.77,82,30.44,0.17,0,171,103,7,0,77,16.4,0.94,145,Reguilón,1.77,154,350,42,,140,5,2.4,,0,0.4,390.2,68,111.0,436.3,0.0,a,74,18,1524,93.8,225,0.06,,30,,,13,6,370,14,1.06,35,273,,1.8
497,Richarlison de Andrade,70,FWD,Spurs,4.4,0.43,0,0,0,0.67,1.42,55,14,10.91,13,25.59,0.09,0,92,28,3,11,173,17.4,9.49,28,Richarlison,1.09,72,305,17,,548,7,2.7,,0,1.4,560.6,15,758.0,208.4,0.0,a,122,18,1481,152.1,28,0.58,,18,,,23,4,30,7,1.09,7,154,2.0,1.56
498,Cristian Romero,50,DEF,Spurs,3.2,0.23,1,0,1,0.15,1.41,164,5,4.66,30,52.55,0.05,0,30,31,7,5,206,21.4,3.25,118,Romero,1.48,100,591,16,,341,7,2.9,,0,4.5,841.8,13,252.0,161.9,0.0,a,107,33,2790,125.9,127,0.1,,46,,,58,0,232,15,1.06,27,83,,1.7
499,Pape Matar Sarr,50,MID,Spurs,2.5,0.39,0,0,0,0.23,2.09,138,71,5.26,179,34.83,0.09,0,162,97,9,3,97,17.2,3.17,205,Sarr,1.18,117,397,70,,388,9,2.0,,0,0.4,406.0,74,317.0,373.3,0.0,a,86,27,2063,110.2,111,0.14,,27,,,68,3,279,4,1.18,85,297,,1.52
500,Dane Scarlett,45,FWD,Spurs,1.0,0.0,0,0,0,0.0,0.00,5,45,0.00,64,0.02,0.0,0,394,34,0,0,380,0.9,0.00,369,Scarlett,0.0,391,10,45,,227,0,1.5,,0,0.8,2.0,44,6.0,0.4,0.0,a,4,0,19,0.8,342,0.0,,0,,,45,0,457,0,0.0,41,201,,0.09
501,Oliver Skipp,50,MID,Spurs,1.0,0.0,0,0,0,0.17,0.50,99,141,1.27,140,17.25,0.07,0,327,226,3,0,233,4.4,0.77,384,Skipp,2.21,312,105,141,,330,0,2.0,,0,0.1,92.0,137,65.0,126.2,0.0,a,22,5,691,28.1,265,0.1,,17,,,134,0,221,0,0.65,180,542,,2.25
502,Manor Solomon,55,MID,Spurs,2.8,0.0,0,0,0,0.53,0.75,184,150,1.16,82,1.79,0.34,0,341,157,1,0,216,2.5,0.41,172,Solomon,0.92,313,53,142,,462,0,2.5,,0,0.1,73.4,141,61.0,144.3,0.0,a,14,2,196,28.0,271,0.19,,2,,,127,2,135,2,0.92,74,462,,0.82
503,Son Heung-min,100,MID,Spurs,6.1,0.25,0,0,1,0.59,7.87,252,7,19.36,3,53.77,0.24,0,13,13,1,17,19,21.3,11.49,7,Son,1.56,8,707,8,,573,8,3.8,,0,9.2,993.2,5,1131.0,921.9,0.0,a,213,34,2934,304.7,9,0.35,,51,,,15,10,4,25,1.04,5,43,1.0,1.65
504,Djed Spence,45,DEF,Spurs,0.0,0.0,0,0,0,0.0,0.00,120,185,0.00,110,0.00,0.0,0,484,167,0,0,482,0.0,0.00,486,Spence,0.0,487,0,185,,176,0,2.4,,0,0.2,0.0,185,0.0,0.0,0.0,a,0,0,0,0.0,467,0.0,,0,,,185,0,406,0,0.0,184,420,,0.0
505,Destiny Udogie,50,DEF,Spurs,2.8,0.19,1,0,0,0.18,2.36,173,37,4.78,39,48.70,0.09,0,106,24,5,2,107,15.8,2.42,170,Udogie,1.62,111,402,22,,392,5,2.9,,0,5.5,534.8,9,279.0,357.9,0.0,a,79,28,2391,117.3,118,0.09,,43,,,21,3,283,8,1.05,49,72,,1.83
506,Micky van de Ven,45,DEF,Spurs,3.0,0.19,0,0,0,0.03,0.33,145,31,0.94,135,37.56,0.01,0,91,19,5,3,298,18.0,0.61,147,Van de Ven,1.46,206,501,61,,230,5,2.4,,0,8.1,561.6,85,85.0,56.7,0.0,a,81,27,2341,70.5,252,0.02,,38,,,107,0,460,10,1.04,37,50,,1.44
507,Alejo Véliz,50,FWD,Spurs,1.4,0.0,0,0,0,0.84,0.00,25,39,0.42,58,1.88,0.0,0,361,61,1,1,374,2.2,0.42,344,Veliz,4.0,369,40,42,,409,0,1.9,,0,0.1,35.2,42,29.0,0.9,0.0,a,11,0,45,6.5,315,0.84,,2,,,44,0,300,0,0.0,40,466,,3.76
508,Guglielmo Vicario,50,GKP,Spurs,2.9,0.18,0,110,0,0.0,0.00,58,5,0.00,9,63.58,0.0,0,15,13,2,0,525,22.4,0.00,164,Vicario,1.61,145,730,7,,315,7,3.6,,0,5.3,974.2,58,0.0,0.0,2.89,a,112,38,3420,97.4,522,0.0,,61,,,61,0,206,9,1.0,24,75,,1.67
