ID,Movie,Year,Genre,RunTime,Description,IMDB_Score
1142,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"It is Valentine's Day and while Clark is out on a date with Lois, he unknowingly becomes infected by gemstone kryptonite, which has magical wish-fulfilling properties. Clark mentions to ...                See full summary »",8.1
1143,Human Target,(2010–2011),"Action,Adventure,Crime",60 min,Chance needs a miracle to help protect a reformed thief from his vengeful former accomplices as they race to recover priceless religious artifacts hidden in a remote Canadian monastery.,7.7
1144,Human Target,(2010–2011),"Action,Adventure,Crime",44 min,"Chance has to rescue a man who is being held against his will by the company, he works for,a defense contractor, because he want to reveal that the company gave one of their weapons to a ...                See full summary »",8.2
1145,Human Target,(2010–2011),"Action,Adventure,Crime",60 min,Chance and Winston encounter some severe turbulence when they work together to protect a client they have never met from an assassin aboard a passenger plane.,7.7
1146,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"Clark teams up with Zod's wife, Faora, to investigate the abduction of her sister, Vala, and several Kandorians whom have been experimenting with humans in order to find a way to claim ...                See full summary »",8.1
1147,Human Target,(2010–2011),"Action,Adventure,Crime",60 min,"A English anthropologist accidentally discovers a lost, stolen treasure. Chance tries to rescue the man who is now the target of a South American army and a deadly bounty hunter. In the ...                See full summary »",8
1148,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"Clark and Lois head out of town for a quiet romantic getaway, but their plans are thwarted when they run into Chloe and Oliver at their Bed & Breakfast Inn. The couples' awkward moment is ...                See full summary »",7.8
1149,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"Tess creates an elaborate hoax in order to kidnap Oliver/Green Arrow, and delivers him to the shady head of the secret society Checkmate, Amanda Waller, who tells him that that the ...                See full summary »",8.3
1150,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"Zod continues to pose as ""The Blur"" and asks Lois to investigate one of Tess' secret labs. An explosion rocks the lab, and Lois is rescued by John Corben who was a subject of multiple ...                See full summary »",8.1
1151,Human Target,(2010–2011),"Action,Adventure,Crime",60 min,"Chance's past comes into focus when he recruits FBI Agent Emma Barnes to help him stop his former partner from assassinating a visiting foreign dignitary. Meanwhile, Guerrero tests out a ...                See full summary »",8.4
1152,Human Target,(2010–2011),"Action,Adventure,Crime",60 min,Chance and Co are hired to protect a member of the British family that have been marked for assassination.,7.9
1153,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"The new editor tells Clark and Lois only one of them 'imps' may keep his/her job. they still collaborate, hoping a super-scoop should change his mind. An apparent opportunity is when ...                See full summary »",8
1154,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"Tess's latest intrusion, at Watchtower, and Chloe's excessive lockout mechanism, lock the pair up, likely to be killed while Checkmate breaks trough the last firewalls. Intrudening the ...                See full summary »",8.6
1155,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"Clark is surprised when Martha Kent returns to Smallville for a visit, and he's in for another surprise when she brings along her new boyfriend, Perry White, whom after he learns of Clark's...                See full summary »",8.5
1156,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"Zod unleashes his army upon the world, forcing Chloe to call in reinforcements from old friends. Zod tells Lois he is The Blur and asks her to steal the Book of Rao from Clark. Torn between...                See full summary »",9.4
1157,Human Target,(2010–2011),"Action,Adventure,Crime",50 min,"A boxer is hiding after refusing to lose a fight for gambling baron Hugh Prentiss. Chance gets common enemy mob lord Tony Belvilacqua to fiance a sting, setting up himself as rising start ...                See full summary »",8
1158,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"Oliver is tortured incessantly by Rick Flag until Chloe, who used the Dr. Fate's helmet to find him, exchanges herself for him. Awakening in a secret LuthorCorp lab among partial Lex clones...                See full summary »",8.9
1159,Smallville,(2001–2011),"Adventure,Drama,Romance",60 min,"Tess acquires a Kryptonian box that once belonged to Lionel Luthor. When Clark accidentally activates the box, he's transported to a parallel universe where Lionel found Clark in the ...                See full summary »",8.8
1160,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"As the VRA threat intensifies, Clark takes initiative by closing down watchtower and declaring the League go officially underground, but will this be enough to stop Lt.Trotter and Slade ...                See full summary »",8.9
1161,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"Clark, Oliver, Lois and Dinah are back home after long VRA captivity, with confused memories and robbed of all superhero-powers. They believe they have been tortured in an experimental lab ...                See full summary »",8
1162,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"Clark is surprised to see Martha on the news speaking at a pro-vigilante rally. However, surprise quickly turns to horror when he and Lois watch as Martha is injured in an attack on ...                See full summary »",8.5
1163,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,Chloe and Oliver are mistaken for FBI agents investigating Desaad's recent string of murders and the pair are kidnapped by Desaad's minions. Desaad tries to infect Chloe with the darkness. ...                See full summary »,8.2
1164,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"After Zatanna sends a magically spiked bottle of champagne to Clark and Lois for their bachelor/bachlorette parties, the gang blacks out after the toast, only to wake up the next morning ...                See full summary »",8.6
1165,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,Lionel and Tess go head to head in a battle for the Luthor name. Clark and Lois are stunned by Tess' latest present to them.,8.3
1166,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"Clark gets an inverse make-over from Lois, in order to become a gray mouse when the Blur goes public. Just then, a flashy media-hungry new superhero emerges: Booster Gold, who ...                See full summary »",8.4
1167,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"Clark Kent is in nostalgic mood after Martha signs over the deed to the farm as a wedding present, wondering whether it suggests he and Lois should sell and move. Clark Luthor surprises him...                See full summary »",8.5
1168,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"After the banished General Slade is found on earth, Clark realizes the Phantom Zone portal must be open and decides to go close it, however dangerous as his super powers don't work there. ...                See full summary »",8.4
1169,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"Oliver tracks down his tormentor Rick Flag, learns he exchanged him for Chloe, who died poisoned, and informs Clark, who helps him work out Chloe actually staged her fake death. On her ...                See full summary »",8.2
1170,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"Searching for the Bow of Orion, the only known means to stop the Darkness, Oliver and Kara independently reached the same booby-trapped underground sanctuary. Kara got herself trapped, but ...                See full summary »",8.4
1171,Smallville,(2001–2011),"Adventure,Drama,Romance",84 min,The story of Clark Kent culminates in this two-hour series finale as Clark takes the last step to becoming the Man of Steel.,9.3
1172,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"Clark is stunned when Kara returns to Earth and tells him Jor El sent her to stop the dark force that is coming because he doesn't believe Clark can handle it. Meanwhile, Lois confronts ...                See full summary »",8.4
1173,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"Still gravely pondering his place in life, Clark lets Lois drag him along to their Smallvillle high school reunion. Rather than enjoying his hero status, while Lois shines less than she ...                See full summary »",9.5
1174,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"Oliver enjoys his new, public role since he outed himself as super-hero, yet misses Chloe desperately and feeling guilty. His example further inspires Clark to tell at least Lois, but just ...                See full summary »",8.6
1175,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"Clark examines a rural hamlet where blue kryptonite in the water has no known negative effects. However when a bell rings, tho local deputy regretfully knocks out the nosy reporter 'at the ...                See full summary »",7.9
1176,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"Clark is far from impressed that Lois barely dares rebuke her kid sister's mean pranks on both of them, while squirming for each, even offensive, whim of Pa, full general Sam Lane, as their...                See full summary »",8.3
1177,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"Clark accompanies Tess, who got childhood nightmares triggered by a mysteriously delivered music-box, to the orphanage where she was left behind by her parents. They find out the hard way '...                See full summary »",8.2
1178,Smallville,(2001–2011),"Adventure,Drama,Romance",42 min,"Oliver tests the Vigilante Registration Act by outing himself at a press conference, praised by the general in charge. As feared, he's tortured in a secret prison to turn on his superhero ...                See full summary »",8.4
1179,Human Target,(2010–2011),"Action,Adventure,Crime",60 min,"When Chance's former boss makes a move to bring him back into the fold, flashbacks reveal the events that lead to Chance, Winston and Guerrero's unlikely partnership.",8.5
